kata,mean,std,raw_ratings
hajat,0.8,1.0,"[1, 1, 1, 0, 2, 0, 1, 1, 1, 0]"
aja,0.8,1.0,"[-1, 0, 1, 2, 0, 1, 2, 2, 0, 1]"
sampai,1.6,1.0,"[2, 1, 0, 2, 1, 2, 3, 3, 1, 1]"
bobot,1.6,1.0,"[2, 0, 1, 2, 2, 4, 0, 0, 4, 1]"
harga,2.4,1.0,"[2, 1, 3, 2, 2, 2, 3, 3, 3, 3]"
kejut,2.4,1.0,"[3, 2, 4, 2, 1, 2, 0, 3, 3, 4]"
jalan buka,2.4,1.0,"[4, 3, 3, 1, 2, 3, 3, 2, 2, 1]"
timpal,1.6,1.0,"[1, 3, 0, 3, 0, 1, 3, 3, 2, 0]"
tongkrong,0.8,1.0,"[-1, 2, 0, 0, 0, 0, 2, 3, 3, -1]"
ajar,0.8,1.0,"[0, 2, 0, -1, 1, 0, 2, 2, 2, 0]"
rindu,1.6,1.0,"[2, 1, 3, 1, 1, 0, 0, 4, 2, 2]"
tahu,3.2,1.0,"[3, 4, 2, 3, 4, 3, 2, 4, 3, 4]"
isi,1.6,1.0,"[2, 1, 1, 2, 3, 0, 1, 3, 1, 2]"
manfaat,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
masyhur,3.2,1.0,"[3, 4, 3, 4, 2, 3, 3, 4, 4, 2]"
pergi,0.8,1.0,"[-1, 0, 0, 1, 0, 0, 3, 1, 3, 1]"
mohon diri,1.6,1.0,"[2, 3, 1, 1, 1, 0, 2, 2, 3, 1]"
capai,3.2,1.0,"[4, 3, 4, 2, 4, 1, 3, 3, 4, 4]"
tata,2.4,1.0,"[3, 1, 1, 2, 4, 2, 3, 2, 3, 3]"
kerja,1.6,1.0,"[3, 3, 2, 1, 0, 1, 3, 2, 1, 0]"
sokong,2.4,1.0,"[4, 2, 2, 0, 1, 4, 3, 3, 3, 2]"
latih diri,3.2,1.0,"[3, 4, 4, 3, 4, 3, 3, 2, 4, 2]"
persen,1.6,1.0,"[2, 2, 0, 2, 2, 2, 1, 1, 2, 2]"
rasai,0.8,1.0,"[0, 0, 2, 1, 1, 0, 2, 0, 1, 1]"
para,1.6,1.0,"[1, 2, 2, 1, 0, 3, 2, 1, 3, 1]"
sangkut,1.6,1.0,"[0, 0, 2, 3, 3, 1, 3, 2, 0, 2]"
taruh hati,2.4,1.0,"[3, 4, 2, 2, 1, 3, 1, 3, 3, 2]"
alam,1.6,1.0,"[2, 2, 1, 2, 2, 0, 0, 2, 2, 3]"
selesai,1.6,1.0,"[2, 3, -1, 3, 2, 1, 1, 1, 1, 3]"
rusuh,0.8,1.0,"[1, 1, 1, 2, -1, -1, 2, 2, 0, 1]"
akar,1.6,1.0,"[3, 2, -1, 2, 3, 3, 1, 1, 1, 1]"
sambut,2.4,1.0,"[1, 2, 3, 1, 3, 3, 3, 3, 3, 2]"
sungguh,3.2,1.0,"[1, 1, 3, 4, 3, 4, 4, 4, 4, 4]"
tulang,1.6,1.0,"[1, 1, 4, 2, 2, 3, 2, 0, 0, 1]"
kini,2.4,1.0,"[3, 3, 3, 3, 3, 1, 1, 3, 2, 2]"
cerita,1.6,1.0,"[3, 3, 2, 3, 0, 0, 3, 0, 0, 2]"
cari ilmu,3.2,1.0,"[2, 3, 4, 2, 4, 1, 4, 4, 4, 4]"
ana,1.6,1.0,"[1, 1, 0, 3, 3, 2, 0, 1, 3, 2]"
hitung,0.8,1.0,"[1, 1, 0, 1, 1, 0, 2, 1, 0, 1]"
tafsir,1.6,1.0,"[2, 2, 2, 2, 1, 2, 2, 1, 1, 1]"
laden,2.4,1.0,"[2, 3, 2, 4, 2, 3, 1, 2, 2, 3]"
suka,2.4,1.0,"[2, 2, 2, 3, 2, 1, 3, 2, 3, 4]"
bingkis,3.2,1.0,"[2, 3, 3, 3, 4, 3, 4, 3, 4, 3]"
operasi,0.8,1.0,"[1, 0, 1, 1, 1, 2, 0, -1, 0, 3]"
pudar,1.6,1.0,"[2, 2, 4, 2, 0, 2, 1, 0, 2, 1]"
ikhtiar,2.4,1.0,"[3, -1, 3, 3, 3, 3, 1, 4, 3, 2]"
amal,3.2,1.0,"[4, 3, 2, 4, 2, 4, 4, 4, 2, 3]"
gila,2.4,1.0,"[2, 3, 3, 2, 1, 2, 3, 2, 4, 2]"
kam,1.6,1.0,"[2, 3, 1, 2, 3, 1, 0, 0, 2, 2]"
kucil,0.8,1.0,"[2, 0, 0, 1, 2, 0, 1, 0, 2, 0]"
kesah,1.6,1.0,"[2, 2, 2, 3, 1, 2, 3, 1, 0, 0]"
ganjar balas,0.8,1.0,"[-1, 0, 0, 1, 4, 3, 1, 1, -1, 0]"
tinggi,2.4,1.0,"[3, 3, 1, 3, 2, 2, 1, 3, 3, 3]"
dahulu,1.6,1.0,"[2, 2, 2, 3, 2, 1, 1, 1, 1, 1]"
puji,3.2,1.0,"[3, 2, 4, 3, 4, 4, 4, 2, 3, 3]"
mimpi,1.6,1.0,"[3, 3, 0, 2, 3, 0, 1, -1, 3, 2]"
denyut,1.6,1.0,"[1, 2, 2, 2, 0, 2, 1, 4, 3, -1]"
pemuda,1.6,1.0,"[1, 1, 3, 2, 2, 1, 0, 3, 1, 2]"
gambar,1.6,1.0,"[1, 0, 1, 2, 1, 1, 4, 3, 2, 1]"
tukar,0.8,1.0,"[2, 0, -1, 0, -1, 2, 1, 2, 2, 1]"
hadiah,3.2,1.0,"[4, 1, 4, 4, 3, 4, 4, 3, 2, 3]"
telungkup,0.8,1.0,"[0, 1, 1, 2, 2, 0, 0, 3, 0, -1]"
pandang,0.8,1.0,"[2, 3, 2, 1, 1, 0, -1, -1, 1, 0]"
baik,2.4,1.0,"[4, 1, 1, 3, 2, 3, 4, 2, 2, 2]"
tarik,1.6,1.0,"[1, 1, 0, 2, 2, 2, 1, 2, 2, 3]"
cakap,1.6,1.0,"[1, 1, 2, 2, 2, 2, 3, 1, 0, 2]"
panjat doa,3.2,1.0,"[3, 2, 4, 3, 1, 3, 4, 4, 4, 4]"
imbal,0.8,1.0,"[0, 1, 0, 0, 2, 1, -1, 1, 2, 2]"
mukim,1.6,1.0,"[3, 0, 1, 1, 4, 1, 1, 0, 3, 2]"
kenang,2.4,1.0,"[3, 2, 3, 1, 3, 2, 2, 3, 3, 2]"
anugerah,2.4,1.0,"[3, 2, 3, 2, 4, 1, 2, 2, 4, 1]"
meni,3.2,1.0,"[4, 4, 3, 1, 4, 2, 4, 3, 3, 4]"
mikat,1.6,1.0,"[3, 1, 2, 2, 4, 1, -1, 2, 1, 1]"
rengkuh,0.8,1.0,"[1, 1, 1, 3, 1, 1, 1, -1, -2, 2]"
jenak,0.8,1.0,"[1, 3, 2, 0, 2, 0, 1, -1, -1, 1]"
mulai,0.8,1.0,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
gores,0.8,1.0,"[0, 0, 1, 1, 1, 2, 1, 1, -1, 2]"
terima,1.6,1.0,"[1, 2, 1, 1, 3, 0, 1, 3, 2, 2]"
sila,0.8,1.0,"[2, 2, 2, -1, 2, 0, -1, 1, 0, 1]"
silah,2.4,1.0,"[3, 3, 2, 1, 2, 3, 3, 2, 2, 3]"
poin,1.6,1.0,"[2, 3, -1, 2, 2, 1, 2, 2, 2, 1]"
bunyi,1.6,1.0,"[3, 2, 2, 0, 2, 3, 1, 1, 2, 0]"
telaah,1.6,1.0,"[3, 2, 1, 1, 0, 3, 1, 1, 3, 1]"
dansa,2.4,1.0,"[4, 2, 2, 3, 2, 2, 4, 2, 1, 2]"
buah,1.6,1.0,"[1, 2, -1, 4, 1, 2, 3, 1, 1, 2]"
cepat,2.4,1.0,"[2, 3, 3, 4, 2, 3, 3, 1, 0, 3]"
hidang,1.6,1.0,"[1, 0, 3, 1, 3, 3, 2, 3, 0, 0]"
selawat,2.4,1.0,"[3, 2, 2, 3, 3, 3, 2, 2, 4, 0]"
kesima,3.2,1.0,"[3, 3, 4, 3, 3, 3, 2, 3, 4, 4]"
daya guna,3.2,1.0,"[2, 2, 2, 4, 3, 4, 3, 4, 4, 4]"
buat,0.8,1.0,"[1, -1, 3, 0, 0, 2, 1, 0, 1, 1]"
tiada,0.8,1.0,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 2]"
ibadat,3.2,1.0,"[3, 3, 3, 4, 3, 4, 3, 3, 4, 2]"
jadi,0.8,1.0,"[1, -2, 0, 2, 2, 1, 0, 1, 0, 3]"
layak,2.4,1.0,"[2, 0, 4, 2, 2, 4, 1, 4, 3, 2]"
gelincir,0.8,1.0,"[1, 1, 0, 0, 2, 2, 1, 1, 0, 0]"
simpul,2.4,1.0,"[2, 1, 3, 3, 4, 4, 0, 3, 2, 2]"
mutu,2.4,1.0,"[1, 3, 3, 2, 4, 2, 4, 2, 2, 1]"
pengaruh,2.4,1.0,"[0, 1, 3, 4, 3, 1, 4, 2, 3, 3]"
bara,1.6,1.0,"[2, 2, 3, 2, 0, 1, 2, 1, 2, 1]"
nikmat,2.4,1.0,"[3, 3, 3, 2, 2, 2, 2, 1, 4, 2]"
atur,3.2,1.0,"[4, 3, 4, 3, 3, 3, 3, 2, 4, 3]"
awat,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
redam,0.8,1.0,"[3, 2, 0, 1, 0, 0, 1, 0, 1, 0]"
luk,2.4,1.0,"[2, 2, 3, 3, 3, 1, 2, 3, 3, 2]"
suplai,1.6,1.0,"[1, 3, 3, 1, 1, 2, 1, 1, 2, 1]"
awal,1.6,1.0,"[3, 2, 2, -1, 2, 2, 1, 0, 2, 3]"
sembul,0.8,1.0,"[0, 0, 0, 2, 0, 2, 2, -1, 1, 2]"
susut,0.8,1.0,"[2, 1, 1, 1, 1, 0, 0, 1, 1, 0]"
tuju,2.4,1.0,"[3, 2, 2, 1, 3, 2, 4, 4, 0, 3]"
tegur,1.6,1.0,"[1, 1, 1, 2, 1, 3, 1, 2, 2, 2]"
tangan,0.8,1.0,"[-1, 1, 1, 2, 0, 3, 1, -1, 2, 0]"
lupa,0.8,1.0,"[1, 2, 1, 2, -1, 2, 2, -1, -1, 1]"
pelamin,3.2,1.0,"[4, 4, 4, 4, 3, 1, 4, 3, 2, 3]"
sembur,0.8,1.0,"[1, 3, 1, -2, 1, 0, 1, 3, 0, 0]"
biasa,1.6,1.0,"[3, 0, 2, 0, 4, 1, 3, 1, 1, 1]"
nila,1.6,1.0,"[2, 2, 1, 4, 0, 0, 2, 1, 2, 2]"
asket,1.6,1.0,"[1, 2, 1, 2, 3, 1, 2, 0, 2, 2]"
karena allah,1.6,1.0,"[0, 1, 3, 0, 1, 2, 0, 1, 4, 4]"
sesal,0.8,1.0,"[0, 2, 1, 3, 1, 1, 1, -1, 0, 0]"
tutup mulut,0.8,1.0,"[1, 3, 0, 0, 1, 1, 0, 1, 0, 1]"
gelanggang,1.6,1.0,"[0, 1, 1, 1, 3, 4, 1, 2, 0, 3]"
hias,2.4,1.0,"[3, 1, 1, 4, 2, 4, 1, 4, 2, 2]"
beli,1.6,1.0,"[3, 1, 2, 1, 1, 1, 1, 1, 2, 3]"
curiga,0.8,1.0,"[1, 3, 1, 0, 0, 0, -1, 2, 1, 1]"
makin,1.6,1.0,"[3, 1, 2, 2, 1, 2, 1, 2, 1, 1]"
colok,1.6,1.0,"[3, 0, 2, 1, 3, 2, 3, 1, 0, 1]"
cekat,1.6,1.0,"[2, 1, 2, 1, 0, 2, 1, 1, 3, 3]"
prihatin,1.6,1.0,"[1, 2, 1, 2, 1, 0, 2, 2, 1, 4]"
tanding,1.6,1.0,"[0, 3, 0, 1, 1, 3, 2, 2, 1, 3]"
dua,0.8,1.0,"[2, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
taat,2.4,1.0,"[3, 3, 3, 3, 1, -1, 4, 2, 3, 3]"
damping,0.8,1.0,"[0, 2, 0, 0, 1, 0, 1, 2, 1, 1]"
arti,0.8,1.0,"[0, 1, 1, 2, 1, 1, -1, 3, 0, 0]"
naik ke pelamin,2.4,1.0,"[3, 2, 3, 2, 4, 1, 3, 1, 2, 3]"
tunang,2.4,1.0,"[3, 3, 3, 2, 2, 2, 2, 2, 3, 2]"
sanjung,1.6,1.0,"[4, 3, 0, 1, 1, 1, 3, 0, 1, 2]"
hujan gerimis,0.8,1.0,"[3, -1, 1, 0, 0, 0, 1, 2, 2, 0]"
lebih,0.8,1.0,"[1, -1, 1, 1, 3, 1, -1, 1, 1, 1]"
suap,0.8,1.0,"[2, -1, -1, 1, 3, 0, -1, 2, 3, 0]"
gelesot,0.8,1.0,"[2, 1, 0, 1, 0, 1, 1, 2, 0, 0]"
sayang,2.4,1.0,"[2, 2, 1, 4, 2, 4, 1, 2, 3, 3]"
serah,1.6,1.0,"[1, 0, 1, 2, 2, 2, 1, 1, 3, 3]"
serunda,1.6,1.0,"[1, 1, 4, 0, 2, 1, 2, 2, 2, 1]"
milik,0.8,1.0,"[-1, 1, 1, 1, 3, 1, 0, 0, 1, 1]"
kuat batin,2.4,1.0,"[4, 4, 1, 3, 2, 3, 3, 2, 1, 1]"
tukar akal,0.8,1.0,"[0, 1, 2, 2, 1, 0, 1, 1, 0, 0]"
biar,0.8,1.0,"[2, 0, 1, 1, 0, 2, -1, 1, 1, 1]"
kualitas,3.2,1.0,"[3, 4, 3, 3, 4, 4, 3, 2, 2, 4]"
jual,0.8,1.0,"[2, -1, 1, 2, 0, 1, 1, 1, 0, 1]"
sama,2.4,1.0,"[3, 1, 2, 1, 3, 4, 3, 1, 2, 4]"
pasang hidup,3.2,1.0,"[3, 4, 1, 3, 4, 3, 3, 3, 4, 4]"
cium telapak kaki,0.8,1.0,"[1, -1, 1, 0, 1, -2, 2, 1, 3, 2]"
bijak,2.4,1.0,"[2, 2, 3, 3, 1, 3, 2, 3, 3, 2]"
dunia,0.8,1.0,"[1, 1, 1, 2, 0, 1, 2, 2, -1, -1]"
bagi,1.6,1.0,"[2, 1, 1, 3, -1, 3, 2, 2, 2, 1]"
faedah,3.2,1.0,"[2, 4, 4, 2, 3, 4, 4, 2, 3, 4]"
ganyang,0.8,1.0,"[1, 0, 3, 3, 1, 0, 0, 1, 1, -2]"
raih,1.6,1.0,"[3, 0, 3, 2, -1, 2, 2, 1, 3, 1]"
yakin,2.4,1.0,"[2, 1, 2, 3, 2, 3, 2, 4, 3, 2]"
bayang,1.6,1.0,"[3, 1, 1, 1, 2, 4, 1, 0, 2, 1]"
jaring,2.4,1.0,"[2, 3, 1, 2, 4, 2, 2, 3, 2, 3]"
gelora,1.6,1.0,"[3, 1, 2, 0, 0, 2, 1, 1, 2, 4]"
lorot,0.8,1.0,"[2, 2, 0, 0, 2, 0, 1, -1, 1, 1]"
banting,0.8,1.0,"[2, 1, 2, 2, 2, -2, 1, -1, 1, 0]"
uji,0.8,1.0,"[0, -1, 3, 1, 0, 2, 1, 0, 1, 1]"
libur,2.4,1.0,"[2, 1, 2, 3, 2, 3, 2, 4, 3, 2]"
jawab,2.4,1.0,"[2, 4, 3, 1, 2, 1, 3, 3, 3, 2]"
kerabat,2.4,1.0,"[3, 1, 2, 3, 2, 3, 2, 2, 4, 2]"
tarik hati,2.4,1.0,"[2, 2, 1, 4, 2, 2, 3, 3, 3, 2]"
cadang,1.6,1.0,"[1, 1, 2, 3, 1, 2, 1, 2, 1, 2]"
aktif,1.6,1.0,"[1, 2, 1, 2, 0, 3, 2, 1, 2, 2]"
gema,0.8,1.0,"[1, 1, 1, 0, 1, 0, 2, 0, 1, 1]"
rilis,2.4,1.0,"[1, 3, 2, 1, 4, 2, 1, 2, 4, 4]"
saksi,0.8,1.0,"[3, -1, 0, 2, 2, 2, 0, 0, -1, 1]"
panjang,1.6,1.0,"[0, 2, 2, 3, 2, 1, 1, 2, 2, 1]"
lucu,2.4,1.0,"[3, 2, 2, 2, 4, 2, 2, 1, 3, 3]"
gali ilmu,3.2,1.0,"[2, 4, 4, 2, 1, 4, 4, 4, 3, 4]"
hayat,2.4,1.0,"[2, 0, 4, 4, 2, 2, 4, 4, 1, 1]"
jejal,0.8,1.0,"[0, 1, 0, 0, 3, 0, 0, 1, 2, 1]"
arah,0.8,1.0,"[1, 3, 0, 1, 1, 0, 1, 1, -1, 1]"
antisipasi,2.4,1.0,"[1, 1, 4, 3, 3, 3, 3, 2, 2, 2]"
hidup,1.6,1.0,"[1, 3, 2, 1, 3, 2, 0, 1, 2, 1]"
terang,1.6,1.0,"[2, 2, 2, 1, 2, 0, 1, 2, 2, 2]"
imla,0.8,1.0,"[1, 0, -1, 1, 1, 1, 0, 2, 2, 1]"
minta kpd tuhan,2.4,1.0,"[3, 2, 3, 3, 3, 4, 0, 2, 2, 2]"
tetap,2.4,1.0,"[0, 3, 3, 0, 2, 2, 3, 4, 4, 3]"
salin,2.4,1.0,"[3, 2, 3, 4, 2, 2, 1, 1, 4, 2]"
parade,0.8,1.0,"[0, 4, 2, 0, 2, 1, 1, 0, -2, 0]"
konfirmasi,2.4,1.0,"[2, 2, 4, 0, 3, 3, 3, 2, 2, 3]"
wujud,1.6,1.0,"[1, 3, 2, 2, 1, 1, 2, 2, 0, 2]"
kasih,1.6,1.0,"[0, 1, 1, 2, 2, 2, 2, 3, 0, 3]"
dekat,0.8,1.0,"[2, 1, 0, 2, 0, 1, 1, 0, -1, 2]"
iktikad,1.6,1.0,"[3, 2, 2, 2, 2, 2, 1, -1, 2, 1]"
tunggu dunia,1.6,1.0,"[-2, 3, 1, 2, 0, 3, 3, 3, 1, 2]"
angsur,0.8,1.0,"[2, 0, 1, 2, 0, 1, 1, 1, 0, 0]"
budi pekerti yang baik,2.4,1.0,"[2, 3, 3, 3, 3, 4, 2, 2, 0, 2]"
hikmah,1.6,1.0,"[1, 4, 2, 2, 2, 1, 1, 0, 0, 3]"
cemplung,0.8,1.0,"[-1, 0, 2, 2, 0, 0, 0, 2, 0, 3]"
rekam,1.6,1.0,"[1, 2, 1, 3, 2, 1, 0, 2, 1, 3]"
buru,0.8,1.0,"[1, 1, 0, 0, 2, -1, 1, 2, 0, 2]"
tampil,0.8,1.0,"[0, 0, 0, 0, 2, 0, 1, 1, 2, 2]"
bakat,3.2,1.0,"[3, 4, 4, 4, 4, 2, 2, 4, 3, 2]"
luas,2.4,1.0,"[2, 2, 1, 2, 2, 2, 4, 3, 3, 3]"
pacar,1.6,1.0,"[2, 1, 1, 1, 3, 0, 2, 1, 1, 4]"
bakar,0.8,1.0,"[2, 0, 1, 1, 0, 1, 2, 0, 1, 0]"
taraf,2.4,1.0,"[4, 3, 1, 4, 3, 4, 1, 2, 0, 2]"
bisu,0.8,1.0,"[2, 1, 1, -1, 0, 0, 1, 3, 1, 0]"
jalan bebas hambat,1.6,1.0,"[1, 1, 1, 2, 2, 1, 2, 1, 3, 2]"
rebut,0.8,1.0,"[2, 1, 1, 0, -1, 1, 0, 1, 2, 1]"
cegah,1.6,1.0,"[0, 3, 2, 3, 2, 0, 3, 0, 1, 2]"
toreh,0.8,1.0,"[0, 2, 2, -1, 0, 1, 1, 2, 1, 0]"
anyar,3.2,1.0,"[3, 3, 3, 4, 4, 3, 4, 2, 3, 3]"
gari,2.4,1.0,"[3, 1, 2, 2, 2, 4, 2, 3, 2, 3]"
lambung,1.6,1.0,"[2, 2, 0, 0, 2, 2, 2, 4, 1, 1]"
batu,1.6,1.0,"[2, 1, 2, 3, 0, 1, 1, 3, 2, 1]"
makan,0.8,1.0,"[1, 0, 2, 0, 3, 0, 1, 1, 0, 0]"
keluang,2.4,1.0,"[4, 4, 2, 3, 1, 1, 3, 2, 2, 2]"
lindung,3.2,1.0,"[4, 4, 4, 4, 3, 2, 3, 3, 4, 1]"
rinai,0.8,1.0,"[1, 0, 2, 2, 1, 0, 3, -1, 0, 0]"
dalam,2.4,1.0,"[2, 3, 2, 1, 4, 2, 4, 2, 1, 3]"
bimbing,2.4,1.0,"[2, 1, 3, 3, 3, 4, 4, 2, 1, 1]"
cantik,1.6,1.0,"[1, 4, 1, 2, 1, 1, 3, 0, 2, 1]"
gentar,0.8,1.0,"[0, 2, 0, 2, 1, 1, 1, 1, 0, 0]"
gairah,2.4,1.0,"[1, 3, 3, 4, 1, 2, 2, 2, 4, 2]"
lunas kapal,1.6,1.0,"[4, 1, 2, 0, 2, 1, 2, 1, 2, 1]"
jago,2.4,1.0,"[4, 2, 1, 3, 2, 2, 4, 0, 3, 3]"
dagel,2.4,1.0,"[3, 2, 3, 3, 2, 1, 3, 1, 2, 4]"
ramai,2.4,1.0,"[2, 3, 1, 3, 4, 2, 2, 3, 2, 2]"
jaga,1.6,1.0,"[2, 3, 1, 0, 3, 1, 2, 1, 1, 2]"
semangat,3.2,1.0,"[2, 2, 4, 3, 3, 4, 4, 3, 3, 4]"
duli,3.2,1.0,"[2, 3, 3, 3, 4, 2, 4, 4, 4, 3]"
beri,1.6,1.0,"[1, 2, 1, 1, 2, 4, 0, 4, 0, 1]"
temu,1.6,1.0,"[1, 1, 0, 2, 3, 2, 1, 2, 2, 2]"
jeblos,0.8,1.0,"[3, 0, 0, 2, 1, 2, 1, 1, 0, -2]"
serempak,2.4,1.0,"[3, 4, 3, 3, 4, 1, 2, 1, 1, 2]"
satu,2.4,1.0,"[2, 1, 3, 2, 4, 3, 3, 2, 2, 2]"
saji,3.2,1.0,"[4, 3, 2, 3, 3, 3, 4, 4, 2, 4]"
fasilitas,1.6,1.0,"[0, 1, 2, 2, 2, 2, 2, 2, 1, 2]"
lukis,1.6,1.0,"[1, 1, 2, 2, 0, 0, 4, 1, 3, 2]"
tentang,0.8,1.0,"[0, 1, 1, 1, 2, 0, 2, 1, -1, 1]"
tutur,2.4,1.0,"[4, 3, 0, 3, 1, 3, 3, 3, 2, 2]"
teguh batin,2.4,1.0,"[3, 2, 1, 4, 1, 2, 4, 2, 3, 2]"
pantar,0.8,1.0,"[1, -1, 1, 1, 0, 1, 0, 1, 1, 3]"
lawas,0.8,1.0,"[2, 2, 1, 2, 1, -1, 1, 1, -1, 0]"
lawan,0.8,1.0,"[0, 2, 0, 2, 2, 1, 1, -1, 1, 0]"
tumpang tinggal,0.8,1.0,"[0, 1, 1, 0, 2, 0, 1, 1, 2, 0]"
pantai,0.8,1.0,"[2, 1, 1, 1, -2, 0, 2, 1, 0, 2]"
puas,2.4,1.0,"[2, 1, 4, 1, 3, 2, 3, 2, 2, 4]"
tahan,0.8,1.0,"[2, 1, 3, -1, 1, 2, -1, 1, 1, -1]"
parkir,0.8,1.0,"[1, 2, 1, -1, 0, 1, 1, 2, -1, 2]"
nyaman,3.2,1.0,"[4, 2, 3, 4, 2, 3, 3, 4, 3, 4]"
pandai,3.2,1.0,"[3, 4, 3, 2, 1, 4, 4, 4, 3, 4]"
tara,1.6,1.0,"[0, -1, 2, 1, 2, 1, 2, 2, 3, 4]"
titi,1.6,1.0,"[1, 3, 3, 0, 1, 0, 3, 1, 0, 4]"
perata,1.6,1.0,"[1, 2, 1, 1, 1, 2, 1, 3, 2, 2]"
kira,1.6,1.0,"[3, 2, 2, 1, 1, 1, 2, 1, 2, 1]"
indah,2.4,1.0,"[1, 4, 3, 4, 2, 1, 4, 0, 3, 2]"
kenyam,0.8,1.0,"[-2, 2, 1, 2, 2, 2, 1, 1, 0, -1]"
serta,1.6,1.0,"[2, 2, 2, 2, 3, -1, 0, 1, 4, 1]"
bagus,1.6,1.0,"[3, 1, 2, 3, 2, 0, 1, 1, 1, 2]"
taksir,2.4,1.0,"[3, 2, 3, 4, 3, 3, 1, 1, 1, 3]"
hubung,0.8,1.0,"[0, 2, 1, 2, 1, 1, 1, 0, -2, 2]"
kait,0.8,1.0,"[0, 0, 0, 1, 1, 2, 3, -1, 0, 2]"
orak senyum,1.6,1.0,"[1, 3, 2, 2, 2, 3, 2, 0, 0, 1]"
bahagia,3.2,1.0,"[4, 3, 2, 4, 3, 4, 4, 3, 3, 2]"
seragam,0.8,1.0,"[3, 1, 0, -1, 1, 1, 1, -1, 0, 3]"
coret,1.6,1.0,"[1, 2, 2, 1, 1, 1, 1, 2, 4, 1]"
memperindah,2.4,1.0,"[3, 1, 2, 1, 3, 2, 1, 4, 4, 3]"
lebun,2.4,1.0,"[3, 2, 3, 2, 3, 4, 2, 1, 1, 3]"
wadak,2.4,1.0,"[3, 3, 1, 3, 1, 3, 3, 1, 3, 3]"
lebuk,2.4,1.0,"[2, 3, 2, 3, 2, 4, 1, 2, 2, 3]"
sesaji,3.2,1.0,"[3, 3, 2, 3, 4, 4, 4, 3, 3, 3]"
merenung,2.4,1.0,"[2, 1, 4, 3, 3, 2, 1, 3, 2, 3]"
pengajar,2.4,1.0,"[2, 4, 3, 2, 1, 4, 2, 1, 3, 2]"
dikara,2.4,1.0,"[1, 2, 3, 2, 2, 2, 3, 3, 4, 2]"
khalis,3.2,1.0,"[4, 4, 1, 4, 4, 1, 3, 3, 4, 4]"
putus,2.4,1.0,"[2, 3, 2, 3, 3, 2, 1, 3, 2, 3]"
faktitius,2.4,1.0,"[2, 3, 3, 3, 4, 1, 1, 3, 3, 1]"
pasang,3.2,1.0,"[2, 3, 3, 2, 2, 4, 4, 4, 4, 4]"
memafhumi,2.4,1.0,"[2, 4, 3, 2, 1, 2, 2, 3, 2, 3]"
stabilitas,3.2,1.0,"[4, 3, 4, 3, 4, 4, 3, 1, 2, 4]"
bapa,2.4,1.0,"[4, 3, 1, 2, 2, 3, 3, 2, 4, 0]"
manis,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
tekanan jiwa,3.2,1.0,"[3, 1, 4, 4, 4, 1, 3, 4, 4, 4]"
tempo-tempo,2.4,1.0,"[2, 2, 2, 3, 4, 2, 4, 1, 3, 1]"
berpiuh,2.4,1.0,"[4, 2, 1, 3, 1, 3, 2, 3, 2, 3]"
kepatuhan,2.4,1.0,"[3, 3, 3, 2, 2, 2, 2, 1, 3, 3]"
anak sekolah,2.4,1.0,"[2, 2, 4, 2, 2, 3, 3, 2, 2, 2]"
mempromosikan,2.4,1.0,"[3, 2, 4, 2, 2, 3, 2, 4, 2, 0]"
takyin,2.4,1.0,"[2, 3, 4, 3, 2, 2, 1, 2, 3, 2]"
ketapak,2.4,1.0,"[1, 3, 1, 3, 2, 3, 4, 3, 4, 0]"
kegembiraan,3.2,1.0,"[3, 4, 4, 1, 4, 3, 3, 2, 4, 4]"
kunci,2.4,1.0,"[2, 3, 3, 1, 3, 3, 2, 2, 2, 3]"
pelanggan,3.2,1.0,"[2, 4, 4, 4, 3, 4, 2, 2, 4, 3]"
lancung,2.4,1.0,"[4, 3, 2, 4, 1, 1, 2, 2, 2, 3]"
tunas,2.4,1.0,"[1, 2, 2, 3, 3, 3, 1, 2, 3, 4]"
tergeleng-geleng,3.2,1.0,"[3, 4, 3, 3, 3, 4, 3, 3, 3, 3]"
berkobar-kobar,3.2,1.0,"[4, 4, 3, 2, 3, 4, 3, 2, 3, 4]"
bacot,2.4,1.0,"[3, 4, 2, 3, 2, 1, 2, 2, 3, 2]"
melakonkan,2.4,1.0,"[2, 2, 3, 2, 3, 3, 2, 2, 2, 3]"
mengusili,3.2,1.0,"[3, 3, 3, 4, 3, 4, 2, 3, 4, 3]"
ansar,3.2,1.0,"[1, 4, 3, 4, 4, 4, 4, 2, 2, 4]"
kelezatan,3.2,1.0,"[4, 2, 3, 3, 4, 3, 4, 2, 4, 3]"
binen,2.4,1.0,"[4, 2, 2, 3, 2, 0, 2, 3, 4, 2]"
abid,2.4,1.0,"[2, 2, 4, 4, 2, 3, 2, 2, 2, 1]"
mengawaki,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
belukar,2.4,1.0,"[3, 2, 1, 2, 4, 3, 2, 4, 2, 1]"
