no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,unmatched_words,filtered_tokens,filtered_word_scores
2708,2016-06-27T03:08:44.000Z,Anggota DPR Impor Daging Sapi Kebijakan Sia Sia,anggota DPR impor daging sapi kebijakan sia sia,-1.8,-0.45,0.4472135954999579,negative,"['anggota', 'DPR', 'impor', 'daging', 'sapi', 'kebijakan', 'sia', 'sia']","['anggota', 'DPR', 'impor', 'sapi', 'kebijakan', 'sia', 'sia']",['daging'],"['impor', 'daging', 'sapi', 'sia', 'sia']","[{'word': 'impor', 'score': 0.0, 'matched': True}, {'word': 'daging', 'score': 0.0, 'matched': False}, {'word': 'sapi', 'score': -2.4000000000000004, 'matched': True}, {'word': 'sia', 'score': -4.0, 'matched': True}, {'word': 'sia', 'score': -4.0, 'matched': True}]"
2729,2016-06-26T11:21:02.000Z,Pengamat spt Ronny Bako apakah ada niat baik dgn mengulur ulur taxamnesty ?,pengamat seperti ronny bako apakah ada niat baik dengan mengulur ulur taxamnesty ?,-1.8,-0.45,0.447213595499958,negative,"['pengamat', 'seperti', 'ronny', 'bako', 'apakah', 'ada', 'niat', 'baik', 'dengan', 'mengulur', 'ulur', 'taxamnesty', '?']","['pengamat', 'seperti', 'ada', 'baik', 'mengulur', 'taxamnesty']","['ronny', 'bako', 'apakah', 'niat', 'dengan', 'ulur', '?']","['pengamat', 'seperti', 'ronny', 'bako', 'apakah', 'ada', 'niat', 'baik', 'mengulur', 'ulur', 'taxamnesty', '?']","[{'word': 'pengamat', 'score': 0.0, 'matched': True}, {'word': 'seperti', 'score': -0.8, 'matched': True}, {'word': 'ronny', 'score': 0.0, 'matched': False}, {'word': 'bako', 'score': 0.0, 'matched': False}, {'word': 'apakah', 'score': 0.0, 'matched': False}, {'word': 'ada', 'score': 0.0, 'matched': True}, {'word': 'niat', 'score': 0.0, 'matched': False}, {'word': 'baik', 'score': 0.6400000000000001, 'matched': True}, {'word': 'mengulur', 'score': -1.2000000000000002, 'matched': True}, {'word': 'ulur', 'score': 0.0, 'matched': False}, {'word': 'taxamnesty', 'score': 0.0, 'matched': True}, {'word': '?', 'score': 0.0, 'matched': False}]"
2731,2016-06-26T09:24:48.000Z,Tata tertib DPR Pasal Ayat jelas menyebutkan bahwa rapat rapat DPR harus dilaksanakan di gedung DPR,tata tertib DPR pasal ayat jelas menyebutkan bahwa rapat rapat DPR harus dilaksanakan di gedung DPR,0.0,0.0,0.0,neutral,"['tata', 'tertib', 'DPR', 'pasal', 'ayat', 'jelas', 'menyebutkan', 'bahwa', 'rapat', 'rapat', 'DPR', 'harus', 'dilaksanakan', 'di', 'gedung', 'DPR']","['tata', 'tertib', 'DPR', 'pasal', 'ayat', 'jelas', 'rapat', 'rapat', 'DPR', 'dilaksanakan', 'gedung', 'DPR']","['menyebutkan', 'bahwa', 'di']","['tata', 'tertib', 'jelas', 'menyebutkan', 'bahwa', 'harus', 'dilaksanakan', 'gedung']","[{'word': 'tata', 'score': 2.4000000000000004, 'matched': True}, {'word': 'tertib', 'score': 3.2, 'matched': True}, {'word': 'jelas', 'score': 0.8, 'matched': True}, {'word': 'menyebutkan', 'score': 0.0, 'matched': False}, {'word': 'bahwa', 'score': 0.0, 'matched': False}, {'word': 'harus', 'score': -4.0, 'matched': True}, {'word': 'dilaksanakan', 'score': 0.0, 'matched': True}, {'word': 'gedung', 'score': 0.0, 'matched': True}]"
2751,2016-06-23T04:04:46.000Z,Rapat Paripurna DPRD Kab Wonogiri,rapat paripurna DPRD kab wonogiri,0.0,0.0,0.0,neutral,"['rapat', 'paripurna', 'DPRD', 'kab', 'wonogiri']","['rapat', 'paripurna', 'DPRD', 'kab']",['wonogiri'],"['paripurna', 'DPRD', 'kab', 'wonogiri']","[{'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'DPRD', 'score': 0.0, 'matched': True}, {'word': 'kab', 'score': 0.0, 'matched': True}, {'word': 'wonogiri', 'score': 0.0, 'matched': False}]"
2796,2016-06-20T14:22:37.000Z,Panja RUU Kebudayaan Himpun Masukan ke NTB,panja RUU kebudayaan himpun masukan ke NTB,0.2,0.05,0.8366600265340756,positive,"['panja', 'RUU', 'kebudayaan', 'himpun', 'masukan', 'ke', 'NTB']","['panja', 'RUU', 'kebudayaan', 'himpun', 'masukan']","['ke', 'NTB']","['panja', 'kebudayaan', 'himpun', 'masukan', 'NTB']","[{'word': 'panja', 'score': 0.0, 'matched': True}, {'word': 'kebudayaan', 'score': 0.0, 'matched': True}, {'word': 'himpun', 'score': -2.4000000000000004, 'matched': True}, {'word': 'masukan', 'score': 0.0, 'matched': True}, {'word': 'NTB', 'score': 0.0, 'matched': False}]"
2813,2016-06-20T06:16:06.000Z,RUU Kebudayaan Diharap Bisa Lestarikan Kearifan Lokal Republika Online,RUU kebudayaan diharap bisa lestarikan kearifan lokal republika online,1.0,0.25,0.0,positive,"['RUU', 'kebudayaan', 'diharap', 'bisa', 'lestarikan', 'kearifan', 'lokal', 'republika', 'online']","['RUU', 'kebudayaan', 'diharap', 'lestarikan', 'lokal']","['bisa', 'kearifan', 'republika', 'online']","['kebudayaan', 'diharap', 'bisa', 'lestarikan', 'kearifan', 'lokal', 'republika', 'online']","[{'word': 'kebudayaan', 'score': 0.0, 'matched': True}, {'word': 'diharap', 'score': 0.4, 'matched': True}, {'word': 'bisa', 'score': 0.0, 'matched': False}, {'word': 'lestarikan', 'score': 0.8, 'matched': True}, {'word': 'kearifan', 'score': 0.0, 'matched': False}, {'word': 'lokal', 'score': 0.0, 'matched': True}, {'word': 'republika', 'score': 0.0, 'matched': False}, {'word': 'online', 'score': 0.0, 'matched': False}]"
2814,2016-06-20T05:53:11.000Z,UMKM dapat tarif tebusan khusus di RUU Tax Amnesty,UMKM dapat tarif tebusan khusus di RUU tax amnesty,0.6,0.15,0.5477225575051662,positive,"['UMKM', 'dapat', 'tarif', 'tebusan', 'khusus', 'di', 'RUU', 'tax', 'amnesty']","['UMKM', 'dapat', 'tarif', 'tebusan', 'RUU', 'tax', 'amnesty']","['khusus', 'di']","['UMKM', 'dapat', 'tarif', 'tebusan', 'khusus', 'tax', 'amnesty']","[{'word': 'UMKM', 'score': 0.0, 'matched': True}, {'word': 'dapat', 'score': 1.6, 'matched': True}, {'word': 'tarif', 'score': 0.0, 'matched': True}, {'word': 'tebusan', 'score': -1.2000000000000002, 'matched': True}, {'word': 'khusus', 'score': 0.0, 'matched': False}, {'word': 'tax', 'score': 0.0, 'matched': True}, {'word': 'amnesty', 'score': 0.0, 'matched': True}]"
2829,2016-06-20T04:54:55.000Z,Wakil Rakyat Tak Hadir di Paripurna DPR Bahas Calon Kapolri DPR menggelar rapat paripurna deng Detikcom,wakil rakyat tak hadir di paripurna DPR bahas calon kapolri DPR menggelar rapat paripurna deng detikcom,-2.8,-0.7,0.4472135954999578,negative,"['wakil', 'rakyat', 'tak', 'hadir', 'di', 'paripurna', 'DPR', 'bahas', 'calon', 'kapolri', 'DPR', 'menggelar', 'rapat', 'paripurna', 'deng', 'detikcom']","['wakil', 'rakyat', 'hadir', 'paripurna', 'DPR', 'bahas', 'calon', 'DPR', 'menggelar', 'rapat', 'paripurna']","['tak', 'di', 'kapolri', 'deng', 'detikcom']","['rakyat', 'tak', 'hadir', 'paripurna', 'bahas', 'calon', 'kapolri', 'menggelar', 'paripurna', 'deng', 'detikcom']","[{'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'tak', 'score': 0.0, 'matched': False}, {'word': 'hadir', 'score': 1.6, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'bahas', 'score': 0.0, 'matched': True}, {'word': 'calon', 'score': 0.0, 'matched': True}, {'word': 'kapolri', 'score': 0.0, 'matched': False}, {'word': 'menggelar', 'score': 0.0, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'deng', 'score': 0.0, 'matched': False}, {'word': 'detikcom', 'score': 0.0, 'matched': False}]"
2842,2016-06-20T03:19:13.000Z,DPR RI Impor Daging Kebijakan Sia Sia,DPR RI impor daging kebijakan sia sia,-1.6,-0.4,0.8944271909999159,negative,"['DPR', 'RI', 'impor', 'daging', 'kebijakan', 'sia', 'sia']","['DPR', 'RI', 'impor', 'kebijakan', 'sia', 'sia']",['daging'],"['impor', 'daging', 'sia', 'sia']","[{'word': 'impor', 'score': 0.0, 'matched': True}, {'word': 'daging', 'score': 0.0, 'matched': False}, {'word': 'sia', 'score': -4.0, 'matched': True}, {'word': 'sia', 'score': -4.0, 'matched': True}]"
2843,2016-06-20T02:41:15.000Z,Ruang Rapat Paripurna DPR RI,ruang rapat paripurna DPR RI,0.0,0.0,0.0,neutral,"['ruang', 'rapat', 'paripurna', 'DPR', 'RI']","['ruang', 'rapat', 'paripurna', 'DPR', 'RI']",[],"['ruang', 'paripurna']","[{'word': 'ruang', 'score': -2.4000000000000004, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}]"
2848,2016-06-19T16:45:20.000Z,RUU pengampunan perampok TolakTAXAmnesty TolakTAXAmnesty,RUU pengampunan perampok tolaktaxamnesty tolaktaxamnesty,-3.0,-0.75,0.0,negative,"['RUU', 'pengampunan', 'perampok', 'tolaktaxamnesty', 'tolaktaxamnesty']","['RUU', 'pengampunan', 'perampok', 'tolaktaxamnesty', 'tolaktaxamnesty']",[],"['pengampunan', 'perampok', 'tolaktaxamnesty', 'tolaktaxamnesty']","[{'word': 'pengampunan', 'score': 0.0, 'matched': True}, {'word': 'perampok', 'score': -2.4000000000000004, 'matched': True}, {'word': 'tolaktaxamnesty', 'score': -0.8, 'matched': True}, {'word': 'tolaktaxamnesty', 'score': -0.8, 'matched': True}]"
2909,2016-06-15T08:40:20.000Z,RUU Arsitek Bakal Atur Mengenai Jenjang Pendidikan,RUU arsitek bakal atur mengenai jenjang pendidikan,0.0,0.0,0.0,neutral,"['RUU', 'arsitek', 'bakal', 'atur', 'mengenai', 'jenjang', 'pendidikan']","['RUU', 'atur', 'pendidikan']","['arsitek', 'bakal', 'mengenai', 'jenjang']","['arsitek', 'bakal', 'atur', 'mengenai', 'jenjang', 'pendidikan']","[{'word': 'arsitek', 'score': 0.0, 'matched': False}, {'word': 'bakal', 'score': 0.0, 'matched': False}, {'word': 'atur', 'score': 3.2, 'matched': True}, {'word': 'mengenai', 'score': 0.0, 'matched': False}, {'word': 'jenjang', 'score': 0.0, 'matched': False}, {'word': 'pendidikan', 'score': 0.0, 'matched': True}]"
2947,2016-06-13T21:27:29.000Z,Lancar Pak hingga pelantikan Selamat Pak BG,lancar pak hingga pelantikan selamat pak BANG,0.0,0.0,0.0,neutral,"['lancar', 'pak', 'hingga', 'pelantikan', 'selamat', 'pak', 'BANG']","['lancar', 'pak', 'pelantikan', 'selamat', 'pak', 'BANG']",['hingga'],"['lancar', 'pak', 'pelantikan', 'selamat', 'pak', 'BANG']","[{'word': 'lancar', 'score': 0.8, 'matched': True}, {'word': 'pak', 'score': 0.0, 'matched': True}, {'word': 'pelantikan', 'score': 0.0, 'matched': True}, {'word': 'selamat', 'score': 0.8, 'matched': True}, {'word': 'pak', 'score': 0.0, 'matched': True}, {'word': 'BANG', 'score': 0.0, 'matched': True}]"
2948,2016-06-13T21:21:33.000Z,Selamat Pak BG lancar hingga pelantikan,selamat pak BANG lancar hingga pelantikan,0.0,0.0,0.0,neutral,"['selamat', 'pak', 'BANG', 'lancar', 'hingga', 'pelantikan']","['selamat', 'pak', 'BANG', 'lancar', 'pelantikan']",['hingga'],"['selamat', 'pak', 'BANG', 'lancar', 'pelantikan']","[{'word': 'selamat', 'score': 0.8, 'matched': True}, {'word': 'pak', 'score': 0.0, 'matched': True}, {'word': 'BANG', 'score': 0.0, 'matched': True}, {'word': 'lancar', 'score': 0.8, 'matched': True}, {'word': 'pelantikan', 'score': 0.0, 'matched': True}]"
3078,2016-06-07T06:25:19.000Z,Ketua Fraksi PPP DPR RI Reni Marlinawati mengharapkan pembahasan RUU tentang Perlindungan Kejahatan Seks dip,ketua fraksi PP DPR RI reni marlinawati mengharapkan pembahasan RUU tentang perlindungan kejahatan seks dip,1.0,0.25,0.0,positive,"['ketua', 'fraksi', 'PP', 'DPR', 'RI', 'reni', 'marlinawati', 'mengharapkan', 'pembahasan', 'RUU', 'tentang', 'perlindungan', 'kejahatan', 'seks', 'dip']","['ketua', 'fraksi', 'PP', 'DPR', 'RI', 'mengharapkan', 'pembahasan', 'RUU', 'tentang', 'perlindungan', 'kejahatan']","['reni', 'marlinawati', 'seks', 'dip']","['PP', 'reni', 'marlinawati', 'mengharapkan', 'pembahasan', 'tentang', 'perlindungan', 'kejahatan', 'seks', 'dip']","[{'word': 'PP', 'score': 0.0, 'matched': True}, {'word': 'reni', 'score': 0.0, 'matched': False}, {'word': 'marlinawati', 'score': 0.0, 'matched': False}, {'word': 'mengharapkan', 'score': 0.4, 'matched': True}, {'word': 'pembahasan', 'score': 0.0, 'matched': True}, {'word': 'tentang', 'score': 0.8, 'matched': True}, {'word': 'perlindungan', 'score': 0.6400000000000001, 'matched': True}, {'word': 'kejahatan', 'score': -2.0, 'matched': True}, {'word': 'seks', 'score': 0.0, 'matched': False}, {'word': 'dip', 'score': 0.0, 'matched': False}]"
3136,2016-06-03T08:25:58.000Z,Baleg dan Menkes Bahas RUU Kekarantinaan Kesehatan,baleg dan menkes bahas RUU kekarantinaan kesehatan,0.0,0.0,0.0,neutral,"['baleg', 'dan', 'menkes', 'bahas', 'RUU', 'kekarantinaan', 'kesehatan']","['baleg', 'bahas', 'RUU', 'kesehatan']","['dan', 'menkes', 'kekarantinaan']","['baleg', 'menkes', 'bahas', 'kekarantinaan', 'kesehatan']","[{'word': 'baleg', 'score': 0.0, 'matched': True}, {'word': 'menkes', 'score': 0.0, 'matched': False}, {'word': 'bahas', 'score': 0.0, 'matched': True}, {'word': 'kekarantinaan', 'score': 0.0, 'matched': False}, {'word': 'kesehatan', 'score': 0.0, 'matched': True}]"
3137,2016-06-03T08:24:36.000Z,Kebijakan Pemerintah Terkait Harga Daging Sapi Matikan Peternak,kebijakan pemerintah terkait harga daging sapi matikan peternak,-1.2,-0.3,1.0954451150103324,negative,"['kebijakan', 'pemerintah', 'terkait', 'harga', 'daging', 'sapi', 'matikan', 'peternak']","['kebijakan', 'pemerintah', 'terkait', 'harga', 'sapi']","['daging', 'matikan', 'peternak']","['terkait', 'harga', 'daging', 'sapi', 'matikan', 'peternak']","[{'word': 'terkait', 'score': -2.4000000000000004, 'matched': True}, {'word': 'harga', 'score': 2.4000000000000004, 'matched': True}, {'word': 'daging', 'score': 0.0, 'matched': False}, {'word': 'sapi', 'score': -2.4000000000000004, 'matched': True}, {'word': 'matikan', 'score': 0.0, 'matched': False}, {'word': 'peternak', 'score': 0.0, 'matched': False}]"
3191,2016-06-02T06:33:30.000Z,Diskusi Publik Fraksi Partai Gerindra DPR RI Urgensi RUU Karantina at Gedung Nusantara I Lt DPR RI,diskusi publik fraksi partai gerindra DPR RI urgensi RUU karantina at gedung nusantara i lantai DPR RI,0.8,0.2,0.447213595499958,positive,"['diskusi', 'publik', 'fraksi', 'partai', 'gerindra', 'DPR', 'RI', 'urgensi', 'RUU', 'karantina', 'at', 'gedung', 'nusantara', 'i', 'lantai', 'DPR', 'RI']","['diskusi', 'publik', 'fraksi', 'partai', 'gerindra', 'DPR', 'RI', 'RUU', 'karantina', 'gedung', 'nusantara', 'i', 'DPR', 'RI']","['urgensi', 'at', 'lantai']","['diskusi', 'publik', 'gerindra', 'urgensi', 'karantina', 'at', 'gedung', 'nusantara', 'i', 'lantai']","[{'word': 'diskusi', 'score': 0.0, 'matched': True}, {'word': 'publik', 'score': 0.0, 'matched': True}, {'word': 'gerindra', 'score': 0.0, 'matched': True}, {'word': 'urgensi', 'score': 0.0, 'matched': False}, {'word': 'karantina', 'score': 0.0, 'matched': True}, {'word': 'at', 'score': 0.0, 'matched': False}, {'word': 'gedung', 'score': 0.0, 'matched': True}, {'word': 'nusantara', 'score': 0.0, 'matched': True}, {'word': 'i', 'score': 0.0, 'matched': True}, {'word': 'lantai', 'score': 0.0, 'matched': False}]"
3214,2016-06-02T05:43:33.000Z,Selamat atas pengesahan perubahan kedua UU No ttg Perppu UNo ttg Pemilihan Gubernur Bupati Walikota jadi UU ParipurnaLive,selamat atas pengesahan perubahan kedua UU no tentang perppu uno tentang pemilihan gubernur bupati walikota jadi UU paripurnalive,1.4,0.35,0.5477225575051661,positive,"['selamat', 'atas', 'pengesahan', 'perubahan', 'kedua', 'UU', 'no', 'tentang', 'perppu', 'uno', 'tentang', 'pemilihan', 'gubernur', 'bupati', 'walikota', 'jadi', 'UU', 'paripurnalive']","['selamat', 'atas', 'pengesahan', 'perubahan', 'kedua', 'UU', 'tentang', 'perppu', 'tentang', 'pemilihan', 'gubernur', 'bupati', 'walikota', 'jadi', 'UU', 'paripurnalive']","['no', 'uno']","['selamat', 'atas', 'pengesahan', 'perubahan', 'kedua', 'UU', 'no', 'tentang', 'perppu', 'uno', 'tentang', 'pemilihan', 'gubernur', 'bupati', 'walikota', 'jadi', 'UU', 'paripurnalive']","[{'word': 'selamat', 'score': 0.8, 'matched': True}, {'word': 'atas', 'score': 0.0, 'matched': True}, {'word': 'pengesahan', 'score': 0.0, 'matched': True}, {'word': 'perubahan', 'score': 0.0, 'matched': True}, {'word': 'kedua', 'score': 0.0, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'no', 'score': 0.0, 'matched': False}, {'word': 'tentang', 'score': 0.8, 'matched': True}, {'word': 'perppu', 'score': 0.0, 'matched': True}, {'word': 'uno', 'score': 0.0, 'matched': False}, {'word': 'tentang', 'score': 0.8, 'matched': True}, {'word': 'pemilihan', 'score': 0.0, 'matched': True}, {'word': 'gubernur', 'score': 0.0, 'matched': True}, {'word': 'bupati', 'score': 0.0, 'matched': True}, {'word': 'walikota', 'score': 0.0, 'matched': True}, {'word': 'jadi', 'score': 0.8, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'paripurnalive', 'score': 0.0, 'matched': True}]"
3297,2016-05-31T10:57:26.000Z,DPR Tegaskan RUU Pertembakauan Lindungi Petani,DPR tegaskan RUU pertembakauan lindungi petani,0.6,0.15,0.5477225575051662,positive,"['DPR', 'tegaskan', 'RUU', 'pertembakauan', 'lindungi', 'petani']","['DPR', 'RUU', 'pertembakauan', 'lindungi', 'petani']",['tegaskan'],"['tegaskan', 'pertembakauan', 'lindungi', 'petani']","[{'word': 'tegaskan', 'score': 0.0, 'matched': False}, {'word': 'pertembakauan', 'score': 0.0, 'matched': True}, {'word': 'lindungi', 'score': 0.8, 'matched': True}, {'word': 'petani', 'score': 0.0, 'matched': True}]"
3308,2016-05-31T04:24:57.000Z,LANGSUNG di Periscope Para Tokoh OIC Youth ICMI AIDA FPI ICJR sampaikan masukan terkait Revisi RUU Pemberant,LANGSUNG di periscope para tokoh OIC youth ICMI AIDA FPI ICJR sampaikan masukan terkait revisi RUU pemberant,0.8,0.2,0.447213595499958,positive,"['LANGSUNG', 'di', 'periscope', 'para', 'tokoh', 'OIC', 'youth', 'ICMI', 'AIDA', 'FPI', 'ICJR', 'sampaikan', 'masukan', 'terkait', 'revisi', 'RUU', 'pemberant']","['LANGSUNG', 'para', 'tokoh', 'sampaikan', 'masukan', 'terkait', 'revisi', 'RUU']","['di', 'periscope', 'OIC', 'youth', 'ICMI', 'AIDA', 'FPI', 'ICJR', 'pemberant']","['LANGSUNG', 'periscope', 'para', 'tokoh', 'OIC', 'youth', 'ICMI', 'AIDA', 'FPI', 'ICJR', 'sampaikan', 'masukan', 'terkait', 'revisi', 'pemberant']","[{'word': 'LANGSUNG', 'score': 2.4000000000000004, 'matched': True}, {'word': 'periscope', 'score': 0.0, 'matched': False}, {'word': 'para', 'score': 1.6, 'matched': True}, {'word': 'tokoh', 'score': 0.0, 'matched': True}, {'word': 'OIC', 'score': 0.0, 'matched': False}, {'word': 'youth', 'score': 0.0, 'matched': False}, {'word': 'ICMI', 'score': 0.0, 'matched': False}, {'word': 'AIDA', 'score': 0.0, 'matched': False}, {'word': 'FPI', 'score': 0.0, 'matched': False}, {'word': 'ICJR', 'score': 0.0, 'matched': False}, {'word': 'sampaikan', 'score': 0.0, 'matched': True}, {'word': 'masukan', 'score': 0.0, 'matched': True}, {'word': 'terkait', 'score': -2.4000000000000004, 'matched': True}, {'word': 'revisi', 'score': 0.0, 'matched': True}, {'word': 'pemberant', 'score': 0.0, 'matched': False}]"
3360,2016-05-28T09:36:33.000Z,Fraksi PKB DPR RI Siap Ajukan RUU Pengelolaan Madrasah,fraksi PKB DPR RI siap ajukan RUU pengelolaan madrasah,0.6,0.15,0.5477225575051662,positive,"['fraksi', 'PKB', 'DPR', 'RI', 'siap', 'ajukan', 'RUU', 'pengelolaan', 'madrasah']","['fraksi', 'PKB', 'DPR', 'RI', 'siap', 'RUU', 'pengelolaan']","['ajukan', 'madrasah']","['PKB', 'siap', 'ajukan', 'pengelolaan', 'madrasah']","[{'word': 'PKB', 'score': 0.0, 'matched': True}, {'word': 'siap', 'score': 0.8, 'matched': True}, {'word': 'ajukan', 'score': 0.0, 'matched': False}, {'word': 'pengelolaan', 'score': 0.0, 'matched': True}, {'word': 'madrasah', 'score': 0.0, 'matched': False}]"
3377,2016-05-27T11:26:23.000Z,RUU Tax Amnesty Saatnya Revolusi Perpajakan,RUU tax amnesty saatnya revolusi perpajakan,0.8,0.2,0.447213595499958,positive,"['RUU', 'tax', 'amnesty', 'saatnya', 'revolusi', 'perpajakan']","['RUU', 'tax', 'amnesty', 'perpajakan']","['saatnya', 'revolusi']","['tax', 'amnesty', 'saatnya', 'revolusi', 'perpajakan']","[{'word': 'tax', 'score': 0.0, 'matched': True}, {'word': 'amnesty', 'score': 0.0, 'matched': True}, {'word': 'saatnya', 'score': 0.0, 'matched': False}, {'word': 'revolusi', 'score': 0.0, 'matched': False}, {'word': 'perpajakan', 'score': 0.0, 'matched': True}]"
3411,2016-05-26T09:30:35.000Z,Senin depan rapat terbuka bahas RUU taxamnesty,senin depan rapat terbuka bahas RUU taxamnesty,0.0,0.0,0.0,neutral,"['senin', 'depan', 'rapat', 'terbuka', 'bahas', 'RUU', 'taxamnesty']","['senin', 'rapat', 'terbuka', 'bahas', 'RUU', 'taxamnesty']",['depan'],"['senin', 'depan', 'terbuka', 'bahas', 'taxamnesty']","[{'word': 'senin', 'score': 0.0, 'matched': True}, {'word': 'depan', 'score': 0.0, 'matched': False}, {'word': 'terbuka', 'score': 2.4000000000000004, 'matched': True}, {'word': 'bahas', 'score': 0.0, 'matched': True}, {'word': 'taxamnesty', 'score': 0.0, 'matched': True}]"
3417,2016-05-26T06:26:52.000Z,Agenda selanjutnya pendapat Fraksi terhadap RUU Penyelenggaraan Ibadah Haji Umrah usul inisiatif Komisi VIII jadi usul DPR ParipurnaLive,agenda selanjutnya pendapat fraksi terhadap RUU penyelenggaraan ibadah haji umrah usul inisiatif komisi VII jadi usul DPR paripurnalive,0.2,0.05,0.447213595499958,positive,"['agenda', 'selanjutnya', 'pendapat', 'fraksi', 'terhadap', 'RUU', 'penyelenggaraan', 'ibadah', 'haji', 'umrah', 'usul', 'inisiatif', 'komisi', 'VII', 'jadi', 'usul', 'DPR', 'paripurnalive']","['agenda', 'selanjutnya', 'pendapat', 'fraksi', 'RUU', 'penyelenggaraan', 'ibadah', 'usul', 'inisiatif', 'komisi', 'VII', 'jadi', 'usul', 'DPR', 'paripurnalive']","['terhadap', 'haji', 'umrah']","['agenda', 'selanjutnya', 'pendapat', 'terhadap', 'penyelenggaraan', 'ibadah', 'haji', 'umrah', 'usul', 'inisiatif', 'VII', 'jadi', 'usul', 'paripurnalive']","[{'word': 'agenda', 'score': 0.0, 'matched': True}, {'word': 'selanjutnya', 'score': 0.0, 'matched': True}, {'word': 'pendapat', 'score': 0.0, 'matched': True}, {'word': 'terhadap', 'score': 0.0, 'matched': False}, {'word': 'penyelenggaraan', 'score': 0.0, 'matched': True}, {'word': 'ibadah', 'score': 3.2, 'matched': True}, {'word': 'haji', 'score': 0.0, 'matched': False}, {'word': 'umrah', 'score': 0.0, 'matched': False}, {'word': 'usul', 'score': 0.0, 'matched': True}, {'word': 'inisiatif', 'score': 0.0, 'matched': True}, {'word': 'VII', 'score': 0.0, 'matched': True}, {'word': 'jadi', 'score': 0.8, 'matched': True}, {'word': 'usul', 'score': 0.0, 'matched': True}, {'word': 'paripurnalive', 'score': 0.0, 'matched': True}]"
