no,teks_processed,base_score_inset,compound_score,sentiment
3190,tidak qorum begini sepi paripurna DPR bahas RUU pilkada sisa wakil rakyat,-10.0,-0.8504022000512959,negative
3191,diskusi publik partai partai gerindra DPR RI urgensi RUU karantina at gedung nusantara i lantai DPR RI,0.0,0.0,neutral
3192,revisi UU pilkada tuai agam respon revisi undang undang pilkada yang sebut tiap anggota DPR DPD,3.0,0.5267415375673765,positive
3193,revisi UU pilkada tuai agam respon revisi undang undang pilkada yang sebut tiap anggota DPR DPD dan DPRD dan juga petaha,3.0,0.5267415375673765,positive
3194,revisi undang undang pilkada yang sebut tiap anggota DPR DPD dan DPRD dan juga tahana yang maju sudah,-6.0,-0.7782533221506259,negative
3195,revisi undang undang pilkada yang sebut tiap anggota DPR DPD dan DPRD dan juga tahana yang maju dalam pilkada un,-6.0,-0.7782533221506259,negative
3196,tok ! paripurna DPR RI resmi pecat ivan haz JAKARTA newsmedia rapat paripurna ke masa sidang newsmedia,1.0,0.271372707893909,positive
3197,DPR gelar paripurna bahas lapor BPK kait RAPBN dan RUU pilkada DPR RI gelar rapat akademirestorasi,11.0,0.9152773258948753,positive
3198,begini sepi paripurna DPR bahas RUU pilkada sisa wakil rakyat jumlah anggota DPR yang pertahanan di,-13.0,-0.937127104577154,negative
3199,retweet followme begini sepi paripurna DPR bahas RUU pilkada sisa wakil rakyat newsupdate today,-5.0,-0.7184212081070996,negative
3200,begini sepi paripurna DPR bahas RUU pilkada sisa wakil rakyat jumlah anggota DPR yang pertahanan di kursi bahas RUU p,-11.0,-0.9152773258948753,negative
3201,DPR gelar paripurna bahas lapor BPK kait RAPBN dan RUU pilkada DPR RI gelar rapat paripurna ke di,12.0,0.9273739248094985,positive
3202,gelar paripurna pengaturan anggota DPR mundur dalam RUU pilkada keputusan,7.0,0.8224628936244653,positive
3203,ini kenapa tidak di demonstrasi,-8.0,-0.29144776941782596,negative
3204,rapat paripurna ke DPR masa sidang v tahun sidang telah selesai terima kasih paripurnalive,10.0,0.9000703207408192,positive
3205,di rapat paripurna ketua BPK klarifikasi temu BPK soal kunker anggota DPR tribun pekanbaru,0.0,0.0,neutral
3206,di rapat paripurna ketua BPK klarifikasi temu BPK soal kunker anggota DPR tribunnews,0.0,0.0,neutral
3207,seputarriau di rapat paripurna ketua BPK klarifikasi temu BPK soal kunker anggota DPR via tribun,0.0,0.0,neutral
3208,di rapat paripurna ketua BPK klarifikasi temu BPK soal kunker anggota DPR akhir telah selesai memba,2.0,0.38181916792267817,positive
3209,berita akhir telah selesai baca lapor utama harry bicara soal kunker fiktif yang ramai men,0.0,0.0,neutral
3210,tuitpekanbaru di rapat paripurna ketua BPK klarifikasi temu BPK soal kunker anggota DPR pekanbaru tuit,0.0,0.0,neutral
3211,di rapat paripurna ketua BPK klarifikasi temu BPK soal kunker anggota DPR tribunpekanbaru,0.0,0.0,neutral
3212,di rapat paripurna ketua BPK klarifikasi temu BPK soal kunker anggota DPR RIAU,0.0,0.0,neutral
3213,tribunpekanbaru di rapat paripurna ketua BPK klarifikasi temu BPK soal kunker anggota DPR beritariau,0.0,0.0,neutral
3214,selamat atas pengesahan ubah dua UU no tentang perppu uno tentang pilih gubernur bupati walikota jadi UU paripurnalive,0.0,-0.40980786740225394,negative
3215,ubah dua UU tentang pilih gubernur bupati dan walikota tuju jadi undang undang dalam rapat paripurna ke paripurnalive,13.0,0.937127104577154,positive
3216,ivan haz resmi pecat dari kursi DPR RI keputusan pecat ivan haz sampai dalam rapat paripurna DPR,0.0,0.0,neutral
3217,di rapat paripurna ketua BPK klarifikasi temu BPK soal kunker anggota DPR live,3.0,0.5267415375673765,positive
3218,lukman edy klaim komisi II satu suara soal RUU pilkada di paripurna wakil ketua komisi II DPR RI lukman edy,11.0,0.9152773258948753,positive
3219,wekskekekeke paripurna bahas RUU pilkada anggota DPR tak hadir masuk fahri,-1.0,-0.7414838566298797,negative
3220,kompascom di rapat paripurna ketua BPK klarifikasi temu BPK soal kunker anggota DPR,0.0,0.0,neutral
3221,jabatan negara larang ikan kebijakan yang untung salah satu pasang calon ketua komisi II rambe kamarul zaman paripurnalive,4.0,0.6369499429264264,positive
3222,ngunu kok njaluk tunjang naik paripurna bahas RUU pilkada anggota DPR tak hadir masuk fahri,3.0,-0.2686068571452768,negative
3223,newsupdate paripurna bahas RUU pilkada anggota DPR tak hadir masuk fahri DPR kembali gelar rap,1.0,-0.569023926127436,negative
3224,detiknews paripurna bahas RUU pilkada anggota DPR tak hadir masuk fahri DPR kembali gelar rapat,2.0,-0.43668531092021023,negative
3225,paripurna bahas RUU pilkada anggota DPR tak hadir masuk fahri DPR kembali gelar rapat paripurna,3.0,-0.2686068571452768,negative
3226,lanjut ambil keputusan hadap RUU tentang pilih gubernur bupati dan walikota jadi undang undang paripurnalive,5.0,0.7184212081070996,positive
3227,tendesius lo monyet paripurna bahas RUU pilkada anggota DPR tak hadir masuk fahri,-4.0,-0.8651108035664578,negative
3228,sepi ya RT sidang paripurna DPR RI ke antara bahas RUU pilkada dan cont,5.0,0.7184212081070996,positive
3229,retweet followme paripurna bahas RUU pilkada anggota DPR tak hadir masuk fahri newsupdate today,-1.0,-0.7414838566298797,negative
3230,paripurna bahas RUU pilkada anggota DPR tak hadir masuk fahri DPR kembali gelar rapat paripurna dengan salah satu agend,2.0,-0.43668531092021023,negative
3231,sidang paripurna DPR RI ke antara bahas RUU pilkada dan hasil audit BPK atas LKPP joi,3.0,0.5267415375673765,positive
3232,sidang paripurna dpr RI ke antara bahas RUU pilkada dan hasil audit BPK atas LKPP,3.0,0.5267415375673765,positive
3233,kata ahok anggota DPR tak erti undang undang DPR,2.0,-0.43668531092021023,negative
3234,gelar paripurna pengaturan anggota DPR mundur dalam RUU pilkada keputusan,7.0,0.8224628936244653,positive
3235,news gelar paripurna pengaturan anggota DPR mundur dalam RUU pilkada keputusan followme follback,8.0,0.8555415792658776,positive
3236,gelar paripurna pengaturan anggota DPR mundur dalam RUU pilkada keputusan RUU pilkada akan tentu hari ini,4.0,0.6369499429264264,positive
3237,warta kiwari gelar paripurna pengaturan anggota DPR mundur dalam RUU pilkada keputusan RUU pilkada akan diten,4.0,0.6369499429264264,positive
3238,okezone gelar paripurna pengaturan anggota DPR mundur dalam RUU pilkada keputusan RUU pilkada akan tentu,4.0,0.6369499429264264,positive
3239,gelar paripurna pengaturan anggota DPR mundur dalam RUU pilkada keputusan RUU pilkada akan tentu okezone,4.0,0.6369499429264264,positive
3240,RUU pilkada akan tentu hari ini dalam rapat paripurna DPR,2.0,0.38181916792267817,positive
3241,gelar paripurna pengaturan anggota DPR mundur dalam RUU pilkada keputusan RUU pilkada akan tentu hari ini dalam rapat paripurna DPR,9.0,0.8806721767742777,positive
3242,gelar paripurna pengaturan anggota DPR mundur dalam RUU pilkada keputusan okezone,7.0,0.8224628936244653,positive
3243,okezone gelar paripurna pengaturan anggota DPR mundur dalam RUU pilkada keputusan RUU pilkada akan ditentuka,7.0,0.8224628936244653,positive
3244,mexc gelar paripurna pengaturan anggota DPR mundur dalam RUU pilkada keputusan RUU tetapi t cowok macau_meximas,7.0,0.9081213751352623,positive
3245,agenda bicara tingkat II ambil keputusan hadap RUU pilih gubernur bupati dan walikota jadi UU paripurnalive,-1.0,-0.20228869496966945,negative
3246,rapat paripurna ke DPR MP v tahun sidang kepemimpinan oleh wakil ketua taufik kurniawan,3.0,0.5267415375673765,positive
3247,suasana jelang rapat paripurna ke DPR RI masa sidang v tahun sama,13.0,0.937127104577154,positive
3248,rapat paripurna ke DPR MP v tahun sidang kepemimpinan oleh wakil ketua DPR taufik kurniawan paripurnalive,3.0,0.5267415375673765,positive
3249,arti polisi boleh operasi tilang semua sektor paja dengan dasar belum tidak ada pengesahan tiap tahun,-3.0,-0.16798951556005398,negative
3250,RUU pertahanan keluarga kunci cegah keras seksual partai PKS DPR RI nilai keras seksual PKS,14.0,0.9450887908327322,positive
3251,RUU pertahanan keluarga kunci cegah keras seksual partai PKS DPR RI nilai keker cintakerjaharmoni,14.0,0.9450887908327322,positive
3252,mulai ubah prinsip pasal ya ini kan RUU ampun pajak bukan RUU ampun nasional lagi !,-6.0,-0.8499500044932903,negative
3253,rapat paripurna DPR ke masa sidang v tahun sidang siar langsung TV parlemen via streaming di,4.0,0.6369499429264264,positive
3254,agenda DPR kamis pukul WIB komisi VI rapat panja RUU komisi awas saing usaha dengan KPPU agendadpr,13.0,0.937127104577154,positive
3255,rapat itu jadwal laksana di gedung DPR jakarta mulai pukul WIB,1.0,0.20228869496966945,positive
3256,beritapks RUU pertahanan keluarga kunci cegah keras seksual partai PKS DPR RI nilai keras sek,14.0,0.9450887908327322,positive
3257,agenda DPR kamis pukul WIB rapat paripurna ke DPR masa sidang v agendadpr,4.0,0.6369499429264264,positive
3258,RUU pertahanan keluarga kunci cegah keras seksual partai PKS DPR RI nilai keras seks munaspks,14.0,0.9450887908327322,positive
3259,RUU pertahanan keluarga kunci cegah keras seksual partai PKS DPR RI nilai keras via,14.0,0.9450887908327322,positive
3260,beritapks RUU pertahanan keluarga kunci cegah keras seksual partai PKS DPR RI men via,9.0,0.8806721767742777,positive
3261,SPJ daulat rakyat hari ini paripurna RUU pilkada calon diri anggota DPR mundur,1.0,0.20228869496966945,positive
3262,Info_pariwara RUU tax amnesty bukan topang APBN wakil ketua DPR RI agus hermanto meny via,-3.0,-0.5267415375673765,negative
3263,ancam sekarang benci hate speech kepada pemerintah dari keluarga tani buruh nelayan prof karena kebijakan luar pancasila,-4.0,-0.6369499429264264,negative
3264,penolakan RUU pilkada PP djan faridz siap pelaksanaan judicial review komisi II DPR RI sama pemerintah yang diw,-2.0,-0.38181916792267817,negative
3265,kata ahok anggota DPR tak erti undang undang,2.0,-0.43668531092021023,negative
3266,BANDAR LAMPUNG rapat paripurna bahas raperda rembuk desa oleh anggota dewan wakil rakyat daerah DPRD,-3.0,-0.5267415375673765,negative
3267,pansus RUU berantas tindakan pidana terorisme sama DPR RI LSM dan ormas ormas,6.0,0.7782533221506259,positive
3268,RUU terorisme tuju agar tak jadi asal tangkap komisi II DPR RI habib aboe bakar al habsyi kata,1.0,-0.23585950502781214,negative
3269,warta kiwari RUU terorisme tuju agar tak jadi asal tangkap komisi II DPR RI habib aboe bakar al h,-1.0,-0.5484081136331063,negative
3270,RUU terorisme tuju agar tak jadi asal tangkap komisi II DPR RI habib aboe bakar al habsyi okezone,2.0,-0.036124251091907526,neutral
3271,komisi II DPR RI habib aboe bakar al habsyi kata bahwa dengan ada rapat dengar dapat RDP unt,12.0,0.9273739248094985,positive
3272,RUU terorisme tuju agar tak jadi asal tangkap komisi II DPR RI habib aboe bakar al habsyi kata bahwa dengan ada,5.0,0.5039974284316168,positive
3273,anggota komisi II DPR RI muchtar luthfi a mutty nilai bahwa kebijakan pemerintah yang akan mangkas satu,4.0,0.6369499429264264,positive
3274,katax ngin brantas MAFIA IMPOR tetapi spertix importir baru mulai muncul dengan adax kebijakan buka lebar IMPOR,6.0,0.8806721767742778,positive
3275,tum PP pemuda muhammadiyah di RDPU pansus RUU anti terorisme,0.0,0.0,neutral
3276,dukungan DPRD BAL untuk segera sah RUU kepalangmerahan oleh DPR RI moga segera sah ! !,11.0,0.9283911951042083,positive
3277,surat dukungan pengesahan ruukepalangmerahan dari jogja untuk dan bp,-2.0,-0.38181916792267817,negative
3278,masuk ngo WWF RARE hati huma kait RUU konservasi keanekaragaman hayati dan ekosistem,-4.0,-0.6369499429264264,negative
3279,kom ketua itu dari kami sangat harga upaya kami harap ruu ini segera ditindaklanjuti,8.0,0.8655334451812201,positive
3280,tweeps rencana bila juni ini RUU taxamnesty ketok palu oleh juli langsung pelaksanaan,1.0,0.20228869496966945,positive
3281,RDPU pansus RUU tentang tindakan pidana terorisme with parawakilrakyat at ruang pansus b DPR RI pic,1.0,0.20228869496966945,positive
3282,kritisi RUU hapus keras seksual kaum ibu adu kepada partai PKS DPR RI,-6.0,-0.7782533221506259,negative
3283,agenda DPR rabu pukul WIB pansus RUU berantas tidak pidana terorisme RDPU dengan tokoh agama agendadpr,-7.0,-0.8224628936244653,negative
3284,PP djan faridz siap judicial review ke MAKA bila RUU pilkada penolakan DPR komisi II DPR RI sama pemerintah,7.0,0.8224628936244653,positive
3285,komisi II DPR RI sama pemerintah telah selesai bahas RUU PILKADA pada hari selasa renca,7.0,0.8224628936244653,positive
3286,revisi UU pilkada segera paripurna komisi II DPR RI sepakat revisi undang undang nomor tentang,16.0,0.9571447885644057,positive
3287,RUU RTRI kuat eksitensi negara jakarta BP anggota komisi i DPR RI arief suditomo tegas rancangan kamu,2.0,0.38181916792267817,positive
3288,komisi II DPR RI sepakat revisi undang undang nomor tentang pilih kepala daerah tetapi demikian,10.0,0.951661902861773,positive
3289,maksa banget kepemimpinan yang satu ini tuju untuk layan aspirasi rakyat atau sekarepe dewek,-1.0,-0.2716028933636315,negative
3290,PTUN minta izin reklamasi pulau tidak cabut ahok kita dapat pemakaian jakpro,-10.0,0.17785756046362924,positive
3291,JAKARTA pemerintah dan DPR RI yang sedang bahas rancangan undang undang RUU tentang redio dan televisi,2.0,0.38181916792267817,positive
3292,CIBEUREUM KAPOL saat reses di lurah sumelap anggota DPR RI daerah pilih tasikmalaya h subarna,-5.0,-0.7184212081070996,negative
3293,MKD umum pecat ivan haz dalam rapat paripurna MKD akan baca keputusan pecat anggota DPR RI sudah,3.0,0.5267415375673765,positive
3294,MKD akan baca keputusan pecat anggota DPR RI dari partai PP fanny safriansyah alias ivan haz dalam r,-1.0,-0.20228869496966945,negative
3295,breakingnews MKD umum pecat ivan haz dalam rapat paripurna MKD akan baca keputusan pecat anggota DPR RI dari followme,-3.0,-0.5267415375673765,negative
3296,MKD umum pecat ivan haz dalam rapat paripurna MKD akan baca keputusan pecat anggota DPR RI dari partai PP fanny safr,-3.0,-0.5267415375673765,negative
3297,DPR tegas RUU tembakau lindung tani,1.0,0.20228869496966945,positive
3298,DPR tegas RUU tembakau lindung tani republika,1.0,0.20228869496966945,positive
3299,mantap ! terus kawal ! microsite anggap hambat RUU otsus plus papua kemenkumham panggil DPR RI,3.0,0.6103250610036444,positive
3300,RUU karantina langkah preventif lindung bangsa,12.0,0.9273739248094985,positive
3301,peran politik sumberdaya alam dan kebijakan agraria dalam jamin lanjut damai di aceh,4.0,0.6369499429264264,positive
3302,pandang mini partai RUU saya agustin hikma others at ruang rapat komisi II DPR RI pic,-1.0,-0.20228869496966945,negative
3303,beritabintang pemerintah dan DPR RI masih belum sepakat dengan dua poin dalam revisi undang undang pilkada,14.0,0.7383398918751513,positive
3304,forum legislasi bahas RUU radio televisi republik indonesia RUU RTRI di media center DPR RI dprlive,4.0,0.6369499429264264,positive
3305,DPR harus berani usul bikin undang undang hukum mati bagi koruptor jika memang pro rakyat sayang sama rakyat,20.0,0.9719307827692591,positive
3306,meski deadlock DPR tetap akan beri keputusan nasib RUU pilkada pengaturan mundur atau tidak bagi anggota DPR,1.0,-0.5073134338375944,negative
3307,baleg DPR RDPU dengan marsma bambang aribowo bahas RUU tentang jabatan hakim dprlive,3.0,0.5267415375673765,positive
3308,LANGSUNG di periscope para tokoh OIC youth ICMI AIDA FPI ICJR sampai masuk kait revisi RUU pemberant,5.0,0.7184212081070996,positive
3309,pansus RUU berantas tindakan pidana terorisme RDPU dengan OIC youth ICMI AIDA FPI dan ICJR dprlive,3.0,0.5267415375673765,positive
3310,tweeps rencana bila juni ini RUU taxamnesty ketok palu oleh juli langsung pelaksanaan l,1.0,0.20228869496966945,positive
3311,agenda DPR selasa pukul WIB pansus RUU berantas tindakan pidana terorisme RDPU dengan tokoh agama agendadpr,1.0,0.20228869496966945,positive
3312,agenda DPR selasa pukul WIB baleg DPR rapat harmonisasi RUU jabatan hakim agendadpr,5.0,0.7184212081070996,positive
3313,indopetro RUU migas tak tentu komitmen anggota DPR komisi VII ragu,-6.0,0.10781145521631658,positive
3314,RUU migas tak tentu komitmen anggota DPR komisi VII ragu subtansi dan,-6.0,0.10781145521631658,positive
3315,anggota DPR maju pilkada harus mundur dulu presiden jokowi ingat revisi undang undang nomor tahun,1.0,0.20228869496966945,positive
3316,pers minta kritisi bahas RUU mol jakarta BP ketua DPR RI adek komarudin minta masyarakat sudah,10.0,0.9000703207408192,positive
3317,anggota DPR harus mundur jika maju pilkada ini sikap pemerintah hadap RUU pilkada yang target rampu,-11.0,-0.9152773258948753,negative
3318,ini sikap pemerintah hadap RUU pilkada yang target rampung juni datang,-4.0,-0.6369499429264264,negative
3319,nggendhengi ada anggota DPR ngotot bahwa perppu itu undang undang iya deh republikhompimpah,-1.0,-0.20228869496966945,negative
3320,RAPAT PANJA RUU AMPUN PAJAK komisi XI DPR RI with sang and rahman key at pic,2.0,0.515992754694415,positive
3321,kom gub sulteng dpr ri mohon dkung kebijakan strategis daerah,5.0,0.7184212081070996,positive
3322,baleg DPR rapat panja RUU karantina sehat bahas pengesahan jadwal bahas RUU karantina sehat dprlive,10.0,0.9000703207408192,positive
3323,DPR pemerintah janji segera selesai RUU pilkada,5.0,0.7184212081070996,positive
3324,DPR pemerintah janji segera selesai RUU pilkada DPR target pada tanggal juni nanti RUU pilka,-4.0,-0.6369499429264264,negative
3325,DPR target pada tanggal juni nanti RUU pilkada akan paripurna,-8.0,-0.8555415792658776,negative
