no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,teks_translated
7881,2017-02-28T12:29:36.000Z,DPR Terkini Rapat Paripurna DPR RI Setujui Lima Anggota BSBI,DPR terkini rapat paripurna DPR RI setujui lima anggota BSBI,0.0,0.0,0.0,neutral,The latest DPR plenary meeting of the Republic of Indonesia approved five BSBI members
7891,2017-02-28T05:17:24.000Z,Anggota DPR RI Reses Iskandar Jelaskan Kondisi OKI,anggota DPR RI reses iskandar jelaskan kondisi OKI,0.0,0.0,0.0,neutral,"Members of the Indonesian House of Representatives, Constituency Outreach Service Community Visit Iskandar, explain the condition of OKI"
8066,2017-02-10T14:03:31.000Z,RUU Sistem Perbukuan Kelar Dibahas info,RUU sistem perbukuan kelar dibahas info,0.6,0.15,0.5477225575051662,positive,The bookkeeping system bill has been discussed
8083,2017-02-08T14:17:25.000Z,RDP Dengan Komisi X DPR RI Wakil Ketua APKASI Minta RUU PNPB Lebih Berkeadilan Kepada Daerah Go Riau,RDP dengan komisi kali DPR RI wakil ketua APKASI meminta RUU PNPB lebih berkeadilan kepada daerah go riau,0.8,0.2,0.447213595499958,positive,"RDP with the Republic of Indonesia DPR Commission, Deputy Chairman of Apkasi, asked that the PNPB Bill be more fair to the Go Riau region"
8100,2017-02-08T09:14:24.000Z,RUU Kebudayaan Diharapkan Tingkatkan Ketahanan Budaya info,RUU kebudayaan diharapkan tingkatkan ketahanan budaya info,0.8,0.2,0.4472135954999579,positive,The culture bill is expected to increase the resilience of information culture
8112,2017-02-07T22:04:35.000Z,DPR RI Undang Ichsan YL Rumuskan RUU Kepalang Merahan,DPR RI undang ichsan YL rumuskan RUU kepalang merahan,0.6,0.15,0.5477225575051662,positive,The Indonesian House of Representatives invites Ichsan Yl to formulate the Red Head Bill
8132,2017-02-06T04:20:27.000Z,Panja Komisi VIII DPR RI RUU ttg Penyelenggaraan Ibadah Haji dan Umrah RDP Kepala Pusat Kesehatan Haji Kemenkes Dipimpin Deding Ishak,panja komisi VII DPR RI RUU tentang penyelenggaraan ibadah haji dan umrah RDP kepala pusat kesehatan haji kemenkes dipimpin deding ishak,0.0,0.0,0.0,neutral,RI House of Representatives Committee VII Committee on the Implementation of the Hajj and Umrah RDP Head of the Ministry of Health's Hajj Health Center led by Deding Ishak
8171,2017-02-01T02:14:23.000Z,Mari bersama cegah korupsi! karya,mari bersama cegah korupsi ! karya,0.8,0.2,0.4472135954999579,positive,Let's prevent corrupted bribery fraud together! work
8182,2017-01-31T07:08:16.000Z,Anggota DPR Kebijakan Trump Menodai Citra AS,anggota DPR kebijakan trump menodai citra AS,-0.4,-0.1,0.8944271909999161,negative,House members Trump's policies tarnish the image of the US
8190,2017-01-31T04:51:42.000Z,Reses Anggota DPR RI Venna Melinda SE via,reses anggota DPR RI venna melinda SE via,0.0,0.0,0.0,neutral,Constituency Outreach Service Community Visit Member of the Indonesian House of Representatives Venna Melinda SE via
8201,2017-01-30T13:48:42.000Z,Wacana Penambahan Jumlah Anggota DPR RI Ini Kata Ketua Pansus RUU Pemilu Lukman Edy Go Riau,wacana penambahan jumlah anggota DPR RI ini kata ketua pansus RUU pemilu lukman edy go riau,-0.4,-0.1,0.5477225575051662,negative,"The discourse on increasing the number of DPR RI members said the chairman of the special committee on election bills, Lukman Edy Go Riau"
8247,2017-01-25T18:25:32.000Z,Memberikan masukan penyusunan RUU Migas,memberikan masukan penyusunan RUU migas,0.0,0.0,0.0,neutral,provide input on the preparation of the oil and gas bill
8288,2017-01-24T16:23:12.000Z,Bendera Merah Putih Dan Kalimat Tauhid Pada Rapat Paripurna DPR RI ke via,bendera merah putih dan kalimat tauhid pada rapat paripurna DPR RI ke via,0.0,0.0,0.0,neutral,the red and white flag and the sentence of monotheism at the plenary session of the Republic of Indonesia DPR to via
8309,2017-01-24T07:14:38.000Z,Bab Larangan dalam RUU Larangan Minol Belum Capai Titik Temu,bab larangan dalam RUU larangan minol belum capai titik temu,-0.6,-0.15,0.5477225575051662,negative,The prohibition section in the alcohol prohibition bill has not yet reached a consensus
8329,2017-01-24T02:29:50.000Z,Nah! Kebijakan bermutu bermanfaat perlindungan bangsa,nah ! kebijakan bermutu bermanfaat perlindungan bangsa,1.6,0.4,0.5477225575051661,positive,Now ! Quality policies are useful for protecting the nation
8336,2017-01-24T00:04:09.000Z,Selamat pagi Jadwal Rapat Selasa Januari RAPAT PARIPURNA DPR RI KE MS III TS Pukul,selamat pagi jadwal rapat selasa januari RAPAT PARIPURNA DPR RI KE MASIH II TS pukul,0.0,0.0,0.0,neutral,"Good morning, Tuesday January's meeting schedule for the plenary session of the Indonesian House of Representatives at 2 p.m"
8389,2017-01-16T11:46:42.000Z,Wakhhhh masih belum juga Giliran antrian yaa ?,wakhh masih belum juga giliran antrian ya ?,-1.2,-0.3,0.4472135954999579,negative,"Wow, it's still not your turn to queue, huh?"
8553,2018-12-29T00:14:21.000Z,Udah seharusnya gtu mbak jgn lagi ada wakil rakyat yg sukanya ngeHoax Bukan sibuk ngurusi RUU ini malah sibuk ngurusi kepentingan parpol dan Perutnya SenayanGantiPolaPikir,sudah seharusnya begitu mbak jangan lagi ada wakil rakyat yang sukanya ngehoax bukan sibuk ngurusi RUU ini malah sibuk ngurusi kepentingan parpol dan perutnya senayangantipolapikir,-2.4,-0.6,0.5477225575051661,negative,"That's how it should be, sis, there should be no more people's representatives who like to lie, fake disinformation fraud, instead of being busy taking care of this bill, they are busy taking care of the interests of political parties and their stomachs like anti-patterns of thought."
8558,2018-12-28T10:54:52.000Z,Sebuah NGO berikrar mengadakan kempen bergerak seluruh negara untuk menyemarakkan sokongan orang ramai bagi petisyen Penggubalan Undang Undang Anti Lompat dan Peruntukan Kewangan Setara Wakil Rakyat Pengerusi,sebuah NGO berikrar mengadakan kempen bergerak seluruh negara untuk menyemarakkan sokongan orang ramai bagi petisyen penggubalan undang undang anti lompat dan peruntukan kewangan setara wakil rakyat pengerusi,0.8,0.2,0.447213595499958,positive,An NGO vows to organize a nationwide campaign to mobilize public support for a petition to pass an anti-jumping law and allocate financial support to the House of Representatives.
8588,2018-12-24T10:41:22.000Z,Ga punya buktinya ga faham alur kebijakan Negara yg melibatkan Parpol Legislatornya itu aja dah ketahuan Anggota DPR yg suka nyinyir OTAKNYA MATI krn mrk sama sling menyetujui trus Anggota DPR yg tolol personal pada protes Artinya banyak Anggota DPR Goblok bin Tolol,tidak punya buktinya tidak faham alur kebijakan negara yang melibatkan parpol legislatornya itu saja deh ketahuan anggota DPR yang suka nyinyir OTAKNYA MATI karena mereka sama saling menyetujui terus anggota DPR yang tolol personal pada protes artinya banyak anggota DPR goblok bin tolol,-4.0,-1.0,0.0,negative,"don't have any evidence, don't understand the flow of state policy involving political parties, the legislators, that's all, it's been discovered that the members of the DPR who like to talk about their brains are dead because they agree with each other, and the members of the DPR who are stupid personally at protests means that many members of the DPR are idiots and fools."
8592,2018-12-24T09:04:26.000Z,this NGO rakyat dah menyampah,this NGO rakyat deh menyampah,-1.0,-0.25,1.4142135623730951,negative,This is what the people say is rubbish
8621,2018-12-21T21:19:08.000Z,UU ITE? Dari DPR RI UU Tipikor? Dari DPR RI RUU Pesantren dan Pendidikan Agama CMIIW ? Dari DPR RI juga Mulai sadar yg bikin kacau negara siapa?,UU ITE ? dari DPR RI UU tipikor ? dari DPR RI RUU pesantren dan pendidikan agama CMIIW ? dari DPR RI juga mulai sadar yang bikin kacau negara siapa ?,-3.4,-0.85,0.8944271909999159,negative,uu that? from the Republic of Indonesia House of Representatives on Corruption Law? from the Indonesian House of Representatives bill on Islamic boarding schools and religious education cmiiw? The Republic of Indonesia DPR is also starting to realize that whose country is creating chaotic troubled problematic disorder?
8622,2018-12-21T21:19:07.000Z,Anggota DPR RI tuh ada orang semua dipilih langsung oleh masyarakat atau dari partai dan mereka yang juga ikut serta menjalankan negara ini lewat fungsi legislatif Mereka yang bikin hukum dan undang undang coy!!,anggota DPR RI tuh ada orang semua dipilih langsung oleh masyarakat atau dari partai dan mereka yang juga ikut serta menjalankan negara ini lewat fungsi legislatif mereka yang bikin hukum dan undang undang coy ! !,0.2,0.05,0.447213595499958,positive,"There are people who are all elected directly by the people or from the party and those who also take part in running this country through their legislative function which makes laws and legislates, guys! !"
8640,2018-12-20T12:00:33.000Z,RUU PKS apa kabar????,RUU PKS apa kabar ? ?,-0.8,-0.2,0.4472135954999579,negative,ruu pks how are you? ?
8726,2018-12-15T04:22:41.000Z,Wakil Ketua Komisi VIII DPR RI Tubagus Ace Hasan mengatakan DPR siap melaksanakan putusan MK untuk mengubah Undang Undang Perkawinan dengan tenggat waktu tiga tahun Namun ia belum bisa memastikan kapan pembahasan revisi UU tersebut bisa selesai InfoSonora,wakil ketua komisi VII DPR RI tubagus ace hasan mengatakan DPR siap melaksanakan putusan MAKA untuk mengubah undang undang perkawinan dengan tenggat waktu tiga tahun tetapi ia belum bisa memastikan kapan pembahasan revisi UU tersebut bisa selesai infosonora,0.6,0.15,0.5477225575051662,positive,"Deputy Chairman of Commission VII of the Indonesian House of Representatives, Tubagus Ace Hasan, said that the House of Representatives was ready to implement a decision to amend the marriage law with a deadline of three years, but he could not confirm when the discussion on the revision of the law could be completed. Infosonora"
8747,2018-12-14T04:45:46.000Z,MK Kabulkan Gugatan Batas Usia DPR Diminta Segera Revisi UU Perkawinan Usia minimal perkawinan itu harus diharmonisasikan dengan usia anak dalam undang undang perlindungan anak PerkawinanAnak,MAKA kabulkan gugatan batas usia DPR diminta segera revisi UU perkawinan usia minimal perkawinan itu harus diharmonisasikan dengan usia anak dalam undang undang perlindungan anak perkawinananak,-0.2,-0.05,0.8366600265340756,negative,"then grant the lawsuit for the age limit, the DPR is asked to immediately revise the marriage law, the minimum age for marriage must be harmonized with the age of the child in the child marriage protection law."
8762,2018-12-13T12:28:34.000Z,Mahkamah Konstitusi MK memberi tenggat waktu tiga tahun kepada DPR RI untuk mengubah ketentuan batas usia menikah yang diatur dalam Pasal Ayat Undang Undang UU Nomor Tahun,mahkamah konstitusi MAKA memberi tenggat waktu tiga tahun kepada DPR RI untuk mengubah ketentuan batas usia menikah yang diatur dalam pasal ayat undang undang UU nomor tahun,0.0,0.0,0.0,neutral,"The Constitutional Court then gave the Indonesian House of Representatives a three year deadline to change the provisions on the age limit for marriage which are regulated in the article paragraphs of the law, Law No."
8770,2018-12-13T10:26:58.000Z,kom Penanya mahasiswa IPB ttg kebijakan impor ketergantungan impor merupakan kebijakan yg ada setiap tahun dmn komoditas pangan impor nah yg ingin sy tanyakan kpd anggota DPR apakah impor memang perlu dilakukan?,kom penanya mahasiswa IPB tentang kebijakan impor ketergantungan impor merupakan kebijakan yang ada setiap tahun dimana komoditas pangan impor nah yang ingin saya tanyakan kepada anggota DPR apakah impor memang perlu dilakukan ?,0.0,0.0,0.0,neutral,"IPB student questioner's comment regarding the import policy. Import dependency is a policy that exists every year where food commodities are imported. Well, what I want to ask members of the DPR is whether imports are really necessary?"
8823,2018-12-10T10:15:31.000Z,Korupsi yang melibatkan banyak wakil rakyat selain di Sumatera Utara juga terjadi di Kota Malang Jawa Timur Sebanyak dari anggota DPRD Kota Malang terjerat kasus korupsi pengesahan APBD HariAntiKorupsi,korupsi yang melibatkan banyak wakil rakyat selain di sumatera utara juga terjadi di kota malang jawa timur sebanyak dari anggota DPRD kota malang terjerat kasus korupsi pengesahan APBD hariantikorupsi,-2.4,-0.6,1.3416407864998738,negative,"Corrupt corrupted bribery fraud, which involved many people's representatives apart from North Sumatra, also occurred in the city of Malang, East Java, as many as members of the DPRD of Malang City were caught in the case of corrupted corrupted bribery fraud in the ratification of the Harianti APBD. Corrupt corrupted bribery fraud."
8827,2018-12-10T09:12:02.000Z,pilih wakil rakyat gak cukup krn populeritas mereka apalgi mereka artis blm pernah terbukti wakil rakyat dri artis mereka bisa memahami aspirasi rakyat pilih wakil yg cerdas dan berkualitas serta muslim dan soleh kaya bang fahri dan uni fahira idris,pilih wakil rakyat tidak cukup karena populeritas mereka apalagi mereka artis belum pernah terbukti wakil rakyat dari artis mereka bisa memahami aspirasi rakyat pilih wakil yang cerdas dan berkualitas serta muslim dan soleh seperti bang fahri dan uni fahira idris,0.4,0.1,0.8944271909999159,positive,"It's not enough to elect people's representatives because of their popularity, especially since they are artists who have never been proven to be people's representatives. Their artists can understand the aspirations of the people. Choose representatives who are intelligent and qualified, Muslim and pious, like Bang Fahri and Uni Fahira Idris."
8843,2018-12-09T10:53:48.000Z,Alasan reses kerap digunakan oleh para anggota DPR RI atas rendahnya kinerja mereka dan atas seringnya terjadi bolos hampir disetiap sidang yang disorot publik Sedangkan hampir seluruh rakyat Indonesia mengaku tak pernah dikunjungi dalam kegiatan reses PSIbersihbersihDPR,alasan reses kerap digunakan oleh para anggota DPR RI atas rendahnya kinerja mereka dan atas seringnya terjadi bolos hampir disetiap sidang yang disorot publik sedangkan hampir seluruh rakyat indonesia mengaku tak pernah dikunjungi dalam kegiatan reses psibersihbersihdpr,-3.4,-0.85,0.8944271909999159,negative,"The reason for constituency outreach service community visits is often used by members of the Republic of Indonesia's DPR because of their low performance and because of the frequent occurrence of truant absent negligent irresponsible lazy in almost every session that is highlighted by the public, while almost all Indonesian people admit that they have never been visited in the Psi Bersih Bersih DPR constituency outreach service community visit activity."
8912,2018-12-05T22:30:36.000Z,Pimpinan KPK usul anggota DPR tak digaji,pimpinan KPK usul anggota DPR tak digaji,-1.6,-0.4,0.8944271909999161,negative,KPK leader suggests that DPR members should not be paid salaries
8930,2018-12-05T08:06:20.000Z,Setiap anggota DPR dibantu tenaga ahli dan asisten pribadi Artinya di gedung DPR itu ada anggota DPR plus orang yang membantu Tapi tahun lalu saja dari target menyelesaikan RUU cuma RUU disahkan TemanRakyat,setiap anggota DPR dibantu tenaga ahli dan asisten pribadi artinya di gedung DPR itu ada anggota DPR plus orang yang membantu tetapi tahun lalu saja dari target menyelesaikan RUU cuma RUU disahkan temanrakyat,-2.8,-0.7,0.4472135954999578,negative,"every member of the DPR is assisted by experts and personal assistants, meaning that in the DPR building there are members of the DPR plus people who help, but last year alone, from the target of completing the bill, only the bill was successfully passed, enacted, completed, friends of the people."
8965,2018-12-04T02:48:11.000Z,kebijakan sesat yg keluar dari gerombolan kalap kesetanan RejimBedebah itu udah gak aneh bagi yg paham sebab antara pemegang Kursi Kebaikan dan pendukung Kezoliman terdapat selisih yg signifikan maka smtr waktu mao tak mau ntar Baiknya GantiPresiden n GantiALeg,kebijakan sesat yang keluar dari gerombolan kalap kesetanan rejimbedebah itu sudah tidak aneh bagi yang paham sebab antara pemegang kursi kebaikan dan pendukung kezoliman terdapat selisih yang signifikan maka smtr waktu mau tak mau entar baiknya gantipresiden n gantialeg,-3.6,-0.9,0.5477225575051661,negative,"The misguided misleading wrong corrupt policy that came out of the crazy gang of the Rejimbedebah is no longer strange for those who understand, because between the holder of the seat of goodness and the supporter of support for tyranny, there is a significant difference, so at some point, like it or not, it will be better to replace the president and replace legislative representatives."
9013,2018-11-30T08:13:31.000Z,Diah Pitaloka Anggota Panja RUU Penghapusan Kekerasan Seksual Komisi VIII DPR RI mengajak peserta yang hadir serta berbagai pihak utk terus melakukan strategi advokasi memperjuangkan pengesahan RUU P KS GerakBersama SahkanRUUPKS AkhiriKekerasanSeksual HAKTP,diah pitaloka anggota panja RUU penghapusan kekerasan seksual komisi VII DPR RI mengajak peserta yang hadir serta berbagai pihak untuk terus melakukan strategi advokasi memperjuangkan pengesahan RUU p KS gerakbersama sahkanruupks akhirikekerasanseksual HAKTP,1.0,0.25,0.0,positive,diah pitaloka member of the committee on the bill to eliminate violence abuse harmful oppressive sexual commission vii DPR RI invites the participants present and various parties to continue to prevent violence abuse harmful oppressive sexual rights.
