no,timestamp,teks,teks_processed,teks_translated,neg,neu,pos,compound_score,sentiment
8622,2018-12-21T21:19:07.000Z,Anggota DPR RI tuh ada orang semua dipilih langsung oleh masyarakat atau dari partai dan mereka yang juga ikut serta menjalankan negara ini lewat fungsi legislatif Mereka yang bikin hukum dan undang undang coy!!,anggota DPR RI tuh ada orang semua pilih langsung oleh masyarakat atau dari partai dan mereka yang juga ikut serta jalan negara ini lewat fungsi legislatif mereka yang bikin hukum dan undang undang coy ! !,"There are people who are all elected directly by the people or from disgusting worthless shameful trash and those who also participate in the course of this country through their legislative function which makes laws and legislates, guys! !",0.224,0.776,0.0,-0.8774,negative
8640,2018-12-20T12:00:33.000Z,RUU PKS apa kabar????,RUU PKS apa kabar ? ?,ruu pks how are you? ?,0.0,1.0,0.0,0.0,neutral
8726,2018-12-15T04:22:41.000Z,Wakil Ketua Komisi VIII DPR RI Tubagus Ace Hasan mengatakan DPR siap melaksanakan putusan MK untuk mengubah Undang Undang Perkawinan dengan tenggat waktu tiga tahun Namun ia belum bisa memastikan kapan pembahasan revisi UU tersebut bisa selesai InfoSonora,wakil ketua komisi VII DPR RI tubagus ace hasan kata DPR siap laksana keputusan MAKA untuk ubah undang undang kawin dengan tenggat waktu tiga tahun tetapi ia belum dapat pasti kapan bahas revisi UU sebut dapat selesai infosonora,deputy chairman of commission vii DPR RI tu good great fine ace Hasan said the DPR was ready to carry out a decision ruling so that he could change the marriage law with a deadline of three years but he could not yet be certain impatient delayed stalled discussing the revision of the uu said it could be completed infosonora,0.142,0.744,0.114,-0.4443,negative
8747,2018-12-14T04:45:46.000Z,MK Kabulkan Gugatan Batas Usia DPR Diminta Segera Revisi UU Perkawinan Usia minimal perkawinan itu harus diharmonisasikan dengan usia anak dalam undang undang perlindungan anak PerkawinanAnak,MAKA kabul penggugatan batas usia DPR minta segera revisi UU kawin usia minimal kawin itu harus harmonisasi dengan usia anak dalam undang undang lindung anak perkawinananak,So the House of Representatives' request for an immediate revision of the marriage law on the minimum marriage age must be harmonized with the age of children in the law protecting children from marriage.,0.0,0.927,0.073,0.3818,positive
8762,2018-12-13T12:28:34.000Z,Mahkamah Konstitusi MK memberi tenggat waktu tiga tahun kepada DPR RI untuk mengubah ketentuan batas usia menikah yang diatur dalam Pasal Ayat Undang Undang UU Nomor Tahun,mahkamah konstitusi MAKA beri tenggat waktu tiga tahun kepada DPR RI untuk ubah tentu batas usia meni yang pengaturan dalam pasal ayat undang undang UU nomor tahun,"The Constitutional Court then gave the Indonesian House of Representatives a three year deadline to change the age limit for menstruation as stipulated in the article paragraphs of the law, law number year",0.0,0.96,0.04,0.0772,positive
8770,2018-12-13T10:26:58.000Z,kom Penanya mahasiswa IPB ttg kebijakan impor ketergantungan impor merupakan kebijakan yg ada setiap tahun dmn komoditas pangan impor nah yg ingin sy tanyakan kpd anggota DPR apakah impor memang perlu dilakukan?,kom pena mahasiswa IPB tentang kebijakan impor gantung impor rupa kebijakan yang ada tiap tahun mana komoditas pangan impor nah yang ingin saya tanya kepada anggota DPR apakah impor memang perlu pelaksanaan ?,"IPB student pen comments about the import policy depending on imports, what kind of policies exist every year, which food commodities are imported? Well, what I want to ask the members of the DPR is, is import really necessary to avoid dodging and avoid accountability?",0.136,0.795,0.069,-0.5085,negative
8823,2018-12-10T10:15:31.000Z,Korupsi yang melibatkan banyak wakil rakyat selain di Sumatera Utara juga terjadi di Kota Malang Jawa Timur Sebanyak dari anggota DPRD Kota Malang terjerat kasus korupsi pengesahan APBD HariAntiKorupsi,korupsi yang libat banyak wakil rakyat selain di sumatera utara juga jadi di kota malang jawa timur banyak dari anggota DPRD kota malang jerat kasus korupsi pengesahan APBD hariantikorupsi,"Corrupt Theft Criminal Fraud Betrayal, which involved many Representative Representatives Officials, apart from North Sumatra, also in the city of Malang, East Java, many members of the Malang City DPRD were involved in cases of Corrupt Theft Criminal Fraud Betrayal, ratification of APBD Harianti Corrupt Theft Criminal Fraud Betrayal.",0.452,0.548,0.0,-0.9872,negative
8827,2018-12-10T09:12:02.000Z,pilih wakil rakyat gak cukup krn populeritas mereka apalgi mereka artis blm pernah terbukti wakil rakyat dri artis mereka bisa memahami aspirasi rakyat pilih wakil yg cerdas dan berkualitas serta muslim dan soleh kaya bang fahri dan uni fahira idris,pilih wakil rakyat tidak cukup karena populeritas mereka apalagi mereka artis belum pernah bukti wakil rakyat dari artis mereka dapat paham aspirasi rakyat pilih wakil yang cerdas dan kualitas serta muslim dan soleh seperti bang fahri dan uni fahira idris,"It's not enough to elect representative legislators because of their popularity, especially since they are artists, there is no evidence that representative representatives from their artists can understand the aspirations of the people. Choose representatives who are intelligent and qualified, Muslim and pious like Bang Fahri and Uni Fahira Idris.",0.039,0.81,0.151,0.7506,positive
8843,2018-12-09T10:53:48.000Z,Alasan reses kerap digunakan oleh para anggota DPR RI atas rendahnya kinerja mereka dan atas seringnya terjadi bolos hampir disetiap sidang yang disorot publik Sedangkan hampir seluruh rakyat Indonesia mengaku tak pernah dikunjungi dalam kegiatan reses PSIbersihbersihDPR,alas reses kerap penggunaan oleh para anggota DPR RI atas rendah kerja mereka dan atas sering jadi bolos hampir tiap sidang yang sorot publik sedang hampir seluruh rakyat indonesia aku tak pernah kunjung dalam giat reses psibersihbersihdpr,"Alas, constituency outreach service community visits are often used by members of the Republic of Indonesia's DPR because of their low level of work and because they often become truant absent, negligent, skip duty, irresponsible, lazy, almost every hearing meeting session that focuses on the public, while almost all Indonesian people have never visited the active constituency outreach service, community visit, Psi Bersih Bersih DPR.",0.16,0.783,0.057,-0.7689,negative
8912,2018-12-05T22:30:36.000Z,Pimpinan KPK usul anggota DPR tak digaji,kepemimpinan KPK usul anggota DPR tak gaji,KPK leadership suggests that DPR members should not be paid salaries,0.0,1.0,0.0,0.0,neutral
8930,2018-12-05T08:06:20.000Z,Setiap anggota DPR dibantu tenaga ahli dan asisten pribadi Artinya di gedung DPR itu ada anggota DPR plus orang yang membantu Tapi tahun lalu saja dari target menyelesaikan RUU cuma RUU disahkan TemanRakyat,tiap anggota DPR bantu tenaga ahli dan asisten pribadi arti di gedung DPR itu ada anggota DPR plus orang yang bantu tetapi tahun lalu saja dari target selesai RUU cuma RUU sah temanrakyat,"Each member of the DPR helps with experts and personal assistants, which means that in the DPR building there are DPR members plus people who help, but last year, the only bill completed was a bill that was valid as a friend of the people.",0.0,0.834,0.166,0.7876,positive
8965,2018-12-04T02:48:11.000Z,kebijakan sesat yg keluar dari gerombolan kalap kesetanan RejimBedebah itu udah gak aneh bagi yg paham sebab antara pemegang Kursi Kebaikan dan pendukung Kezoliman terdapat selisih yg signifikan maka smtr waktu mao tak mau ntar Baiknya GantiPresiden n GantiALeg,kebijakan sesat yang keluar dari gerombol kalap setan rejimbedebah itu sudah tidak aneh bagi yang paham karena antara pegang kursi baik dan dukungan kezoliman dapat selisih yang signifikan maka smtr waktu mau tak mau entar baik gantipresiden n gantialeg,"The misguided policies that come out of the vicious gangs of the corrupt, disgraceful, shameful scoundrel regime are no longer strange for those who understand because between holding a good positive favorable chair and supporting a strong endorsement and tyranny, there can be a significant difference, so some time inevitably there will be a good positive favorable position, replace the president and replace the legislative assembly.",0.111,0.55,0.338,0.9628,positive
9013,2018-11-30T08:13:31.000Z,Diah Pitaloka Anggota Panja RUU Penghapusan Kekerasan Seksual Komisi VIII DPR RI mengajak peserta yang hadir serta berbagai pihak utk terus melakukan strategi advokasi memperjuangkan pengesahan RUU P KS GerakBersama SahkanRUUPKS AkhiriKekerasanSeksual HAKTP,diah pitaloka anggota panja RUU hapus keras seksual komisi VII DPR RI ajak serta yang hadir serta bagai pihak untuk terus pelaksanaan strategi advokasi juang pengesahan RUU p KS gerakbersama sahkanruupks akhirikekerasanseksual HAKTP,diah pitaloka members of the committee on the bill to abolish sexual violence commission vii of the Republic of Indonesia invites those present and as parties to continue evading dodging avoiding accountability sanaan advocacy strategy fighting for ratification of the draft bill KS movetogether legalize the bill to end sexual violence rights,0.229,0.728,0.043,-0.8957,negative
9016,2018-11-30T02:00:54.000Z,Kenapa Saya Menyuarakan Kepada Anggota Supaya Membuat RUU HUKUMAN MATI BAGI TERSANGKA KORUPTOR Kok Gak Ada Yg Mendukung Saya Sama Sekali Ya Tp knp Klu gantipresiden banyak PEJABAT YG MENDUKUNG ? JokowiMembangunIndonesia PrabowoSandi,kenapa saya suara kepada anggota supaya buat RUU HUKUM MATI BAGI SANGKA KORUPTOR kok tidak ada yang dukungan saya sama sekali ya tetapi kenapa jika gantipresiden banyak JABATAN YANG DUKUNGAN ? jokowimembangunindonesia prabowosandi,"why did I vote for the members to make a bill on the death penalty for those suspected of being corrupt, criminal, thief, fraudster, betrayal, how come no one supports my endorsement at all, yes, but why if I change president, so many positions will support my endorsement? Jokowi builds Indonesia Prabowosandi",0.257,0.56,0.183,-0.4215,negative
9034,2018-11-28T12:35:14.000Z,Hari ini menggelar Rapat Kerja bersama Kemenkes Kemdagri Kemristek Dikti Kemenpan RB Kemenkumham dan membahas DIM RUU tentang Kebidanan terkait Konsil Kebidanan di Ruang Rapat Komisi IX DPR RI Jakarta,hari ini gelar rapat kerja sama kemenkes kemdagri kemristek dikti kemenpan RIBU kemenkumham dan bahas DIM RUU tentang bidan kait konsil bidan di ruang rapat komisi IX DPR RI jakarta,"today held a meeting gathering session in collaboration with the Ministry of Health, Ministry of Home Affairs, Ministry of Research, Technology and Higher Education, Ministry of Justice, Thousands of Ministry of Law and Human Rights and discussed the bill regarding midwives and midwife councils in the meeting room of the Commission IX DPR RI Jakarta meeting gathering session.",0.0,0.943,0.057,0.5267,positive
9054,2018-11-26T10:15:06.000Z,Wakil Ketua menyampaikan banyaknya anggota DPR yang tidak hadir di DPR pada tahun pemilu tidak akan menghambat kinerja DPR sebagai lembaga pembuat Undang undang atau legislasi CNNIDNewsroom,wakil ketua sampai banyak anggota DPR yang tidak hadir di DPR pada tahun pemilu tidak akan hambat kerja DPR bagai lembaga buat undang undang atau legislasi cnnidnewsroom,deputy chairman and many members of the DPR who are absent failed to attend irresponsible in the DPR in an election year will not hinder the work of the DPR as an institution for making laws or legislation cnnidnewsroom,0.144,0.856,0.0,-0.7351,negative
9067,2018-11-25T18:07:39.000Z,urusannya Fadli zon ke Sandiaga Uno apa ya? Fadli Zon anggota DPR yg mewakili aspirasi rakyat ke Pemerintah Apa pemerintahnya Sandiaga Uno? Oiya baca berita sdh ada permintaan maafnya Noh yg Hoax es em ka dan dana Gempa di Lombok g pernah mnta maaf,urus fadli zon ke sandiaga uno apa ya ? fadli zon anggota DPR yang wakil aspirasi rakyat ke pemerintah apa pemerintah sandiaga uno ? oiya baca berita sudah ada minta maaf noh yang hoax es em kak dan dana gempa di lombok tidak pernah minta maaf,"Take care of Fadli Zone to Sandiaga Uno or what? fadli zon is a member of the DPR who represents the aspirations of the people to the government or is the Sandiaga Uno government? Oh yes, read the news report information, it's already there, I'm sorry, the lying fake news fraud es em sis and the earthquake fund in Lombok never apologized",0.189,0.731,0.08,-0.7919,negative
9140,2018-11-21T03:54:35.000Z,Rapat Paripurna DPR RI dengan agenda Pidato Pembukaan Masa Persidangan II Tahun Sidang dan Pelantikan Anggota Pengganti Antar Waktu DPR RI Rabu November ParipurnaDPR,rapat paripurna DPR RI dengan agenda pidato buka masa sidang II tahun sidang dan lantik anggota ganti antar waktu DPR RI rabu november paripurnadpr,"meeting gathering plenary session of the Republic of Indonesia DPR with an agenda, schedule plan, speech to open the session hearing meeting, II year, session hearing meeting and inauguration of alternate members between the DPR RI, Wednesday November, plenary session",0.0,1.0,0.0,0.0,neutral
9161,2018-11-19T02:37:20.000Z,Menjadi wakil rakyat di DPR RI bukanlah hal yang patut dibanggakan apalagi di agungkan tetapi ada hal yang harus digaris bawahi adalah ketika kita bisa menyerap aspirasi rakyat bisa dekat dengan rakyat lalu saya tunaikan semua aspirasinya SudiroasnoNoHANURAJABARVIII,jadi wakil rakyat di DPR RI bukan hal yang patut bangga apalagi di agung tetapi ada hal yang harus gar bawah adalah ketika kita dapat serap aspirasi rakyat dapat dekat dengan rakyat lalu saya tunai semua aspirasi sudiroasnonohanurajabarvii,"Being a representative representative in the Indonesian House of Representatives is not something to be proud of, especially in the Supreme Court, but there is something that must be emphasized, namely, when we can absorb the aspirations of the people, we can be close to the people, then I can fulfill all the aspirations of Sudiroasnonohanurajabarvii",0.0,0.86,0.14,0.8091,positive
9187,2018-11-16T11:51:13.000Z,Reses dpr_ri di SMK Muhammadiyah Bandung asyik deh Sekolah ini punya jurusan Agribisnis salah satu pengembangannya berkebun jamur tiram Besar ya Bersih lagi Dan Begitu,reses dpr_ri di SMK muhammadiyah bandung asyik deh sekolah ini punya jurus agribisnis salah satu kembang kebun jamur tiram besar ya bersih lagi dan begitu,"constituency outreach service community visit dpr_ri at SMK Muhammadiyah Bandung, it's fun, this school has agribusiness style, one of the flowers is a big oyster mushroom garden, it's clean again and so",0.0,0.776,0.224,0.7964,positive
9190,2018-11-15T23:56:56.000Z,Warga Minta Diperjuangkan Yoseph Bangun Bendungan Cipanundan CIREBON Kegiatan reses di Kecamatan Waled Anggota Komisi DPR RI Dapil VIII Yoseph Umarhadi berdialog dan menyerap aspirasi para kepala desa pukul Dalam dialog dengan para,warga minta juang yoseph bangun bendung cipanundan CIREBON giat reses di camat waled anggota komisi DPR RI dapil VII yoseph umarhadi dialog dan serap aspirasi para kepala desa pukul dalam dialog dengan para,"residents ask Yoseph to fight to build the Cipanundan Cirebon dam, active constituency outreach service community visit at Waled sub-district, DPR RI commission member for electoral district VII, Yoseph Umarhadi, dialogue and absorb the aspirations of the village heads, beat in dialogue with the",0.054,0.847,0.099,0.296,positive
9219,2018-11-12T12:17:01.000Z,Semoga didengar oleh para pemangku Kebijakan PLD,moga dengar oleh para mang kebijakan PLD,I hope the PLD policy leaders listen,0.0,0.633,0.367,0.4404,positive
9222,2018-11-12T08:59:30.000Z,Rapat Paripurna Dewan Perwakilan Rakyat Daerah Kota Tangerang Selatan dalam rangka Jawaban Walikota Tangerang Selatan terhadap Pandangan Umum Fraksi Fraksi tentang Raperda APBD Tahun,rapat paripurna dewan wakil rakyat daerah kota tangerang selatan dalam rangka jawab walikota tangerang selatan hadap pandang umum partai partai tentang raperda APBD tahun,meeting gathering session plenary session of the council representatives representatives officials of the South Tangerang city area in the context of responding to the mayor of South Tangerang facing the public view par disgusting worthless shameful trash par disgusting worthless shameful trash regarding the year's regional budget draft regulations,0.306,0.694,0.0,-0.9584,negative
9236,2018-11-10T05:17:38.000Z,Revisi undang undang penyiarannya gimana halloo udah bertahun tahun belum selesai,revisi undang undang siar bagaimana halloo sudah tahun tahun belum selesai,"revision of the broadcasting law, how about hello, it's been a year, unfinished, delayed, stalled, incomplete",0.222,0.778,0.0,-0.4019,negative
