no,timestamp,teks,teks_processed,sentiment,compound_score,dominant_topic,topic_probability
2392,2016-07-22T09:55:33.000Z,Berdasarkan reses Dewan Perwakilan Rakyat Daerah DPRD fraksi Partai Demokrasi Indonesia Perjuangan PDIP,berdasarkan reses dewan perwakilan rakyat daerah DPRD fraksi partai demokrasi indonesia perjuangan PDIP,negative,-0.5984,5,0.4696
2399,2016-07-22T04:27:41.000Z,Terkait Revisi Undang Undang Anti Terorisme ISAC Sampaikan Catatan kepada Pansus DPR RI,terkait revisi undang undang anti terorisme ISAC sampaikan catatan kepada pansus DPR RI,negative,-0.8668,4,0.5443
2400,2016-07-22T04:25:22.000Z,Terkait Revusi Undang Undang Anti Terorisme ISAC Sampaikan Catatan kepada Pansus DPR RI,terkait revusi undang undang anti terorisme ISAC sampaikan catatan kepada pansus DPR RI,negative,-0.8668,4,0.5165
2403,2016-07-21T14:53:03.000Z,Kenapa mata jadi buta telinga jadi tuli bila anggota DPR bahas RUU Tembakau yg memuat racun nikotin perusak kesehatan otak dan paru insan?,kenapa mata jadi buta telinga jadi tuli bila anggota DPR bahas RUU tembakau yang memuat racun nikotin perusak kesehatan otak dan paru insan ?,negative,-0.7783,1,0.4747
2407,2016-07-21T08:52:46.000Z,Kalau Jokowi Melarang Menggugat atau Mengadilin Kebijakan Gubernur Yang Melanggar Hukuim artinya akan ada Gubernur DITAKTOR,jika jokowi melarang menggugat atau mengadilin kebijakan gubernur yang melanggar hukuim artinya akan ada gubernur DITAKTOR,negative,-0.8807,2,0.8517
2410,2016-07-21T05:42:30.000Z,News Realisasi Program Legislasi Nasional DPR RI Jumlah RUU yang telah disahkan menjadi undang und newsfeed,news realisasi program legislasi nasional DPR RI jumlah RUU yang telah disahkan menjadi undang und newsfeed,negative,-0.6289,3,0.5685
2413,2016-07-21T05:32:43.000Z,Mosok kebijakan yg merugikan negara mau dilarang dipidana? Sampeyan pelindung korupsi otoriter?,mosok kebijakan yang merugikan negara mau dilarang dipidana ? sampeyan pelindung korupsi otoriter ?,negative,-0.9118,2,0.7483
2414,2016-07-21T05:25:42.000Z,Jokowi Larang Polisi dan Jaksa Pidanakan Kebijakan Gubernur,jokowi larang polisi dan jaksa pidanakan kebijakan gubernur,negative,-0.5267,2,0.8519
2418,2016-07-20T13:43:29.000Z,alah gak ada kerjaan urusin tuh kebijakan pemerintah yg sebabkan indonesia morat marit,alah tidak ada pekerjaan urus tuh kebijakan pemerintah yang sebabkan indonesia morat marit,negative,-0.9182,2,0.6380
2419,2016-07-20T13:36:29.000Z,kebijakan jokowi menambah pengangguran dan kemiskinan karena smua pkrja impor dari china pribumi tdk dpt apa apa,kebijakan jokowi menambah pengangguran dan kemiskinan karena semua pkrja impor dari china pribumi tidak dapat apa apa,negative,-0.8395,2,0.8286
2421,2016-07-20T11:09:43.000Z,Dikabarkan Ditangkap Polisi Anggota DPR RI Asal Sumsel Bilang Sedang Rapat Paripurna Guna menyakinkan warta,dikabarkan ditangkap polisi anggota DPR RI asal sumsel bilang sedang rapat paripurna guna menyakinkan warta,negative,-0.3818,6,0.5405
2428,2016-07-20T10:51:15.000Z,Untuk itu pemerintah sebelum mengeluarkan kebijakan sebaiknya mempertimbangkan untung rugi khususnya yang,untuk itu pemerintah sebelum mengeluarkan kebijakan sebaiknya mempertimbangkan untung rugi khususnya yang,negative,-0.7184,1,0.7049
2432,2016-07-20T08:49:47.000Z,Wakil Rakyat Tak Hadir di Paripurna RAPBN P DPR hari ini menggelar rapat paripurna membahas beberapa agenda salah satunya,wakil rakyat tak hadir di paripurna RAPBN p DPR hari ini menggelar rapat paripurna membahas beberapa agenda salah satunya,negative,-0.7494,5,0.8078
2433,2016-07-20T08:49:22.000Z,Wakil Rakyat Tak Hadir di Paripurna RAPBN P DPR hari ini menggelar rapat paripurna membahas beberap,wakil rakyat tak hadir di paripurna RAPBN p DPR hari ini menggelar rapat paripurna membahas beberap,negative,-0.2924,5,0.7278
2436,2016-07-20T07:17:28.000Z,DPR hari ini menggelar rapat paripurna membahas beberapa agenda salah satunya RAPBNP Namun rapat pari,DPR hari ini menggelar rapat paripurna membahas beberapa agenda salah satunya RAPBNP tetapi rapat pari,negative,-0.3818,5,0.7155
2437,2016-07-20T07:17:20.000Z,IRB Wakil Rakyat Tak Hadir di Paripurna RAPBN P DPR hari ini menggelar rapat paripurna membahas IRB,IRB wakil rakyat tak hadir di paripurna RAPBN p DPR hari ini menggelar rapat paripurna membahas IRB,negative,-0.4436,5,0.7278
2438,2016-07-20T07:17:01.000Z,VenzTime DPR hari ini menggelar rapat paripurna membahas beberapa agenda salah satunya RAPBNP Namun,venztime DPR hari ini menggelar rapat paripurna membahas beberapa agenda salah satunya RAPBNP tetapi,negative,-0.3818,5,0.7698
2439,2016-07-20T07:16:47.000Z,News Wakil Rakyat Tak Hadir di Paripurna RAPBN P DPR hari ini menggelar rapat paripurna membahas b,news wakil rakyat tak hadir di paripurna RAPBN p DPR hari ini menggelar rapat paripurna membahas b,negative,-0.2924,5,0.5483
2440,2016-07-20T07:09:26.000Z,Larangan Bermain Pokemon Go Muncul di Gedung DPR Tulisan baru terlihat di depan ruang rapat paripurna lanta,larangan bermain pokemon go muncul di gedung DPR tulisan baru terlihat di depan ruang rapat paripurna lanta,negative,-0.5007,4,0.8329
2442,2016-07-20T07:00:54.000Z,Larangan Bermain Pokemon Go Muncul di Gedung DPR Tulisan baru terlihat di depan ruang rapat paripurna lantai Gedung Nusantara II,larangan bermain pokemon go muncul di gedung DPR tulisan baru terlihat di depan ruang rapat paripurna lantai gedung nusantara II,negative,-0.5007,4,0.8530
2444,2016-07-20T06:56:16.000Z,Rapat Paripurna DPR RI Rabu Juli terkait RUU tentang Pertanggungjawaban atas Pelaksanaan APBN TA,rapat paripurna DPR RI rabu juli terkait RUU tentang pertanggungjawaban atas pelaksanaan APBN TA,negative,-0.7739,1,0.5616
2445,2016-07-20T06:05:00.000Z,Anggota DPR dipilih rakyat bukan untuk main game di kantor Tapi untuk menyampaikan aspirasi rakyat,anggota DPR dipilih rakyat bukan untuk main game di kantor tetapi untuk menyampaikan aspirasi rakyat,negative,-0.5242,2,0.3880
2448,2016-07-20T05:05:05.000Z,Paripurna DPR Bahas RAPBN P Wakil Rakyat Tak Hadir DPR hari ini menggelar rapat paripurna untuk me,paripurna DPR bahas RAPBN p wakil rakyat tak hadir DPR hari ini menggelar rapat paripurna untuk me,negative,-0.4436,5,0.5954
2449,2016-07-20T04:54:02.000Z,Paripurna DPR Bahas RAPBN P Wakil Rakyat Tak Hadir DPR hari ini menggelar rapat paripurna untuk membahas tiga topik pentin,paripurna DPR bahas RAPBN p wakil rakyat tak hadir DPR hari ini menggelar rapat paripurna untuk membahas tiga topik pentin,negative,-0.4436,5,0.4070
2460,2016-07-20T02:25:48.000Z,Sampai kapan sadar bahwa negara di ambang kehancuran hampir semua kebijakan pemerintah merugikan rakyat kecil ?,sampai kapan sadar bahwa negara di ambang kehancuran hampir semua kebijakan pemerintah merugikan rakyat kecil ?,negative,-0.1630,2,0.8270
2462,2016-07-19T14:11:39.000Z,DPR RI Desak DPR dan Pemerintah Bahas RUU Kekerasan Seksual,DPR RI desak DPR dan pemerintah bahas RUU kekerasan seksual,negative,-0.2437,1,0.5144
2466,2016-07-19T06:46:46.000Z,VenzTime Anggota DPR Syarief Hasan mengatakan tewasnya seseorang yang diduga Santoso tidak berpengaruh terha,venztime anggota DPR syarief hasan mengatakan tewasnya seseorang yang diduga santoso tidak berpengaruh terha,negative,-0.2444,5,0.7245
2469,2016-07-19T06:32:45.000Z,VenzTime Anggota DPR Syarief Hasan mengatakan tewasnya orang yang diduga Santoso tidak berpengaruh pada p,venztime anggota DPR syarief hasan mengatakan tewasnya orang yang diduga santoso tidak berpengaruh pada p,negative,-0.2444,4,0.4307
2474,2016-07-19T02:19:09.000Z,Agenda DPR Selasa Pukul WIB Banggar DPR Rapat Timus Asumsi Dasar Kebijakan Fiskal Pendapatan Defisit agendaDPR,agenda DPR selasa pukul WIB banggar DPR rapat timus asumsi dasar kebijakan fiskal pendapatan defisit agendadpr,negative,-0.8192,1,0.8350
2475,2016-07-19T02:09:06.000Z,Agenda DPR Selasa Pukul WIB Banggar DPR Rapat Panja Asumsi Dasar Kebijakan Fiskal Pendapatan Defisit agendaDPR,agenda DPR selasa pukul WIB banggar DPR rapat panja asumsi dasar kebijakan fiskal pendapatan defisit agendadpr,negative,-0.8192,1,0.8545
2478,2016-07-18T17:50:37.000Z,Fahri Undang undang Harus Bisa Tekan Import Tembakau ID JAKARTA Wakil ketua DPR RI Fahri Hamzah meminta,fahri undang undang harus bisa tekan import tembakau ID JAKARTA wakil ketua DPR RI fahri hamzah meminta,negative,-0.6289,4,0.7544
2481,2016-07-18T14:34:56.000Z,Fahri Hamzah Undang Undang Harus Bisa Tekan Impor Tembakau Wakil ketua DPR RI Fahri Hamzah meminta agar RUU,fahri hamzah undang undang harus bisa tekan impor tembakau wakil ketua DPR RI fahri hamzah meminta agar RUU,negative,-0.8788,4,0.8396
2482,2016-07-18T14:34:41.000Z,Warta Kiwari Fahri Hamzah Undang Undang Harus Bisa Tekan Impor Tembakau Wakil ketua DPR RI Fahri Hamzah me,warta kiwari fahri hamzah undang undang harus bisa tekan impor tembakau wakil ketua DPR RI fahri hamzah me,negative,-0.8807,4,0.7483
2483,2016-07-18T14:33:35.000Z,Fahri Hamzah Undang Undang Harus Bisa Tekan Impor Tembakau Wakil ketua DPR RI Fahri Hamzah meminta okezone,fahri hamzah undang undang harus bisa tekan impor tembakau wakil ketua DPR RI fahri hamzah meminta okezone,negative,-0.7184,4,0.8601
2484,2016-07-18T14:31:40.000Z,Fahri Hamzah Undang Undang Harus Bisa Tekan Impor Tembakau Wakil ketua DPR RI Fahri Hamzah meminta agar RUU Pertembakauan harus mam,fahri hamzah undang undang harus bisa tekan impor tembakau wakil ketua DPR RI fahri hamzah meminta agar RUU pertembakauan harus mam,negative,-0.9657,4,0.8601
2487,2016-07-18T07:16:19.000Z,Komnas Pengendalian Tembakau Jantung Indonesia menyampaikan penolakan terhadap RUU Pertembakauan DPRLive,komnas pengendalian tembakau jantung indonesia menyampaikan penolakan terhadap RUU pertembakauan dprlive,negative,-0.2960,4,0.8332
2494,2016-07-18T02:00:40.000Z,Bukti Kebijakan Ekonomi Sosial brpihak pd pasar tidak berdayakn masyarakat,bukti kebijakan ekonomi sosial brpihak pada pasar tidak berdayakn masyarakat,negative,-0.6369,2,0.7150
2496,2016-07-16T16:09:26.000Z,Itulah kebijakan salah jadi tauladan susah katanya diuraikan benang kusutnya,itulah kebijakan salah jadi tauladan susah katanya diuraikan benang kusutnya,negative,-0.8225,2,0.7517
2497,2016-07-16T15:48:29.000Z,Baru belajar dy kan ank baru kmaren Jdi ngeles dg blg bhwa bkn kbjkn dy,baru belajar dia kan anak baru kemarin jadi ngeles dengan bilang bahwa bukan kbjkn dia,negative,-0.5859,3,0.7692
2498,2016-07-16T14:03:00.000Z,Korupsi Jk mmg anggota DPR Pro ke rakyat maka mrk hrs meyiapkan RUU utk menghukum dan menjerat pelaku korupsi Bila mrk mmg tdk ada niat di,korupsi jika memang anggota DPR pro ke rakyat maka mereka harus meyiapkan RUU untuk menghukum dan menjerat pelaku korupsi bila mereka memang tidak ada niat di,negative,-0.6369,6,0.4214
2502,2016-07-16T04:17:00.000Z,jaman pak blm ada kebijakan bebas Visa bagi org asing yg datang,jaman pak belum ada kebijakan bebas visa bagi orang asing yang datang,negative,-0.2100,4,0.5031
2503,2016-07-16T04:15:36.000Z,dl TKA msk dgn cara illegal skrg imigran gelap msk krn kebijakan Bebas Visa,dulu TKA masuk dengan cara illegal sekarang imigran gelap masuk karena kebijakan bebas visa,negative,-0.8555,4,0.7221
2507,2016-07-12T03:39:24.000Z,Anggota Komisi IX DPR Saleh Partaonan Daulay mendesak pemerintah untuk membuat kebijakan yang mengatur kepemi,anggota komisi IX DPR saleh partaonan daulay mendesak pemerintah untuk membuat kebijakan yang mengatur kepemi,negative,-0.5267,2,0.6728
2519,2016-07-09T10:39:21.000Z,kan ada wakil rakyat yg terhormat apa gunanya mereka kalau bukan untuk menyampaikan aspirasi rakyat,kan ada wakil rakyat yang terhormat apa gunanya mereka jika bukan untuk menyampaikan aspirasi rakyat,negative,-0.5267,5,0.7331
2520,2016-07-09T07:12:32.000Z,Skrg terminal blm ada Saran Lebih baik bantu nyinyirin Pemerintah Pusat agar sgr bangun terminal Trims,sekarang terminal belum ada saran lebih baik bantu nyinyir pemerintah pusat agar sgr bangun terminal terima kasih,negative,-0.8375,1,0.7358
2529,2016-07-05T01:43:58.000Z,diajukanlah RUU ke DPR utk dibahas di persidangan Ada ganjalan lagi isu barter RUU Pengampunan dg pembangunan gedung DPR Runyam,diajukanlah RUU ke DPR untuk dibahas di persidangan ada ganjalan lagi isu barter RUU pengampunan dengan pembangunan gedung DPR runyam,negative,-0.8788,4,0.4936
2530,2016-07-05T00:18:46.000Z,Malah mungkin yg diuntungkan hanya IMPORTIR lama baru muncul akibat kebijakan Impor,malah mungkin yang diuntungkan hanya IMPORTIR lama baru muncul akibat kebijakan impor,negative,-0.7398,4,0.7056
2531,2016-07-04T16:30:18.000Z,Apresiasi Kebijakan MenpanRB Terkait Lebaran,apresiasi kebijakan menpanrb terkait lebaran,negative,-0.5267,1,0.4202
2550,2016-07-01T16:06:44.000Z,RUU Perpajakan akan dibahas DPR sebagai kelanjutan tax amnesty DPR RI akan membahas rancangan undang undang,RUU perpajakan akan dibahas DPR sebagai kelanjutan tax amnesty DPR RI akan membahas rancangan undang undang,negative,-0.6289,4,0.7732
2555,2016-07-01T14:06:42.000Z,DPR RI akan membahas rancangan undang undang perpajakan sebagai upaya keberlanjutan pembenahan sistem perpaja,DPR RI akan membahas rancangan undang undang perpajakan sebagai upaya keberlanjutan pembenahan sistem perpaja,negative,-0.3818,4,0.8097
2556,2016-07-01T13:24:15.000Z,VenzTime DPR RI akan membahas rancangan undang undang perpajakan sebagai upaya keberlanjutan pembenahan sist,venztime DPR RI akan membahas rancangan undang undang perpajakan sebagai upaya keberlanjutan pembenahan sist,negative,-0.3818,4,0.8095
2557,2016-07-01T13:18:13.000Z,RUU Perpajakan akan dibahas DPR sebagai kelanjutan tax amnesty DPR RI akan membahas rancangan un Antara News,RUU perpajakan akan dibahas DPR sebagai kelanjutan tax amnesty DPR RI akan membahas rancangan un antara news,negative,-0.6289,4,0.7732
2558,2016-07-01T13:10:25.000Z,RUU Perpajakan akan dibahas DPR sebagai kelanjutan tax amnesty DPR RI akan memba infopuger,RUU perpajakan akan dibahas DPR sebagai kelanjutan tax amnesty DPR RI akan memba infopuger,negative,-0.6289,4,0.7214
2561,2016-06-30T09:05:50.000Z,Mhon kebijakan pembayaran PLN untuk petambak Pak Bu Masa hari telat listrik sudah diputus,mhon kebijakan pembayaran PLN untuk petambak pak bu masa hari telat listrik sudah diputus,negative,-0.7184,2,0.5128
2562,2016-06-30T06:10:22.000Z,Dewan Bolos Paripurna Molor BINTUHAN Bengkulu Ekspress Rapat Paripurna Dewan Perwakilan Rakyat Daerah,dewan bolos paripurna molor BINTUHAN bengkulu ekspress rapat paripurna dewan perwakilan rakyat daerah,negative,-0.6808,4,0.3510
2563,2016-06-30T04:27:26.000Z,Pengampunan Pajak Bukan Kebijakan yang Tepat JAKARTA KSOL Anggota Komisi XI DPR RI dari Fraksi PKS Ecky A,pengampunan pajak bukan kebijakan yang tepat JAKARTA KSOL anggota komisi XI DPR RI dari fraksi PKS ecky a,negative,-0.6932,1,0.7029
2571,2016-06-29T04:26:42.000Z,CIREBON Untuk pertamakalinya anggota Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Cirebon mendadak tidak,CIREBON untuk pertamakalinya anggota dewan perwakilan rakyat daerah DPRD kabupaten cirebon mendadak tidak,negative,-0.7739,5,0.6477
2573,2016-06-29T02:49:24.000Z,bak rike anggota dpr yg canti mn buktinya tolak ruu tex amnesti pdip partai yg ngotot menyetujui,bak rike anggota dpr yang cantik mana buktinya tolak ruu tex amnesti pdip partai yang ngotot menyetujui,negative,-0.5859,5,0.4422
2575,2016-06-29T02:12:53.000Z,Komjen Pol Tito Karnavian telah disahkan menjadi Kapolri oleh rapat paripurna DPR RI,komjen pol tito karnavian telah disahkan menjadi kapolri oleh rapat paripurna DPR RI,negative,-0.6289,2,0.7953
2579,2016-06-29T00:32:37.000Z,Paripurna DPR Pengesahan Kapolri Dimulai Wakil Rakyat Tak Hadir,paripurna DPR pengesahan kapolri dimulai wakil rakyat tak hadir,negative,-0.0987,3,0.7061
2580,2016-06-29T00:04:53.000Z,Tak Perlu Semua Kasus Teroris Libatkan TNI JAKARTA SK Anggota Pansus RUU Terorisme DPR RI Syarifuddin S,tak perlu semua kasus teroris libatkan TNI JAKARTA SUKA anggota pansus RUU terorisme DPR RI syarifuddin si,negative,-0.6514,4,0.3466
2581,2016-06-28T23:28:58.000Z,SIMAK DAN SHARE !!! Rincian pasal pasal krusial RUU Pengampunan Pajak yang ditolak Fraksi PKS DPR RI,SIMAK DAN SHARE ! ! rincian pasal pasal krusial RUU pengampunan pajak yang ditolak fraksi PKS DPR RI,negative,-0.5282,4,0.8488
2583,2016-06-28T16:33:54.000Z,Rancangan Undang Undang Pengampunan Pajak atau Tax Amnesty yang baru saja disahkan DPR RI dipastikan tidak ak,rancangan undang undang pengampunan pajak atau tax amnesty yang baru saja disahkan DPR RI dipastikan tidak aku,negative,-0.8555,1,0.7707
2606,2016-06-28T07:15:52.000Z,Tax Amnesty Disahkan? Sidang paripurna dengan agenda pengesahan RUU tax amnesty di Gedung DPR masih berlangs,tax amnesty disahkan ? sidang paripurna dengan agenda pengesahan RUU tax amnesty di gedung DPR masih berlangs,negative,-0.1027,1,0.8507
2608,2016-06-28T07:07:49.000Z,Sidang paripurna dengan agenda pengesahan RUU tax amnesty di Gedung DPR masih berlangsung Selasa,sidang paripurna dengan agenda pengesahan RUU tax amnesty di gedung DPR masih berlangsung selasa,negative,-0.1027,1,0.8304
2613,2016-06-28T06:42:36.000Z,Catatan dari Fraksi PDI Perjuangan Demokrat PKS menjadi keputusan yang tidak terpisahkan dari RUU Pengampunan Pajak ParipurnaLive,catatan dari fraksi PDI perjuangan demokrat PKS menjadi keputusan yang tidak terpisahkan dari RUU pengampunan pajak paripurnalive,negative,-0.7456,1,0.6174
2618,2016-06-28T05:29:25.000Z,Pengampunan Pajak Bukan Kebijakan yang Baik dan Tepat Anggota DPR RI Ecky Awal Mucharam mengemukakan lima al,pengampunan pajak bukan kebijakan yang baik dan tepat anggota DPR RI ecky awal mucharam mengemukakan lima al,negative,-0.5959,4,0.5900
2620,2016-06-28T05:21:27.000Z,Bagian Laporan Komisi XI terhadap pembicaraan tingkat I pembahasan RUU tentang Pengampunan Pajak ParipurnaLive,bagian laporan komisi XI terhadap pembicaraan tingkat i pembahasan RUU tentang pengampunan pajak paripurnalive,negative,-0.3818,1,0.5374
2621,2016-06-28T04:33:11.000Z,Fraksi menyetujui APBN Perubahan TA untuk diambil keputusan pada tingkat II di Rapat Paripurna Kahar Muzakir ParipurnaLive,fraksi menyetujui APBN perubahan TA untuk diambil keputusan pada tingkat II di rapat paripurna kahar muzakir paripurnalive,negative,-0.5160,1,0.4909
2631,2016-06-28T03:09:35.000Z,Berikut saya kultwitkan pandangan Fraksi Demokrat DPR RI terkait Pengesahan RUU Pengampunan Pajak Tax Amnesty,berikut saya kultwitkan pandangan fraksi demokrat DPR RI terkait pengesahan RUU pengampunan pajak tax amnesty,negative,-0.6289,1,0.8327
2635,2016-06-28T00:54:50.000Z,Retweeted Fraksi PKS DPR RI FPKS keberatan tidak sependapat atas pasal di RUU Tax Amnesty tp,retweeted fraksi PKS DPR RI FPKS keberatan tidak sependapat atas pasal di RUU tax amnesty tetapi,negative,-0.5766,4,0.5351
2640,2016-06-28T00:17:24.000Z,Anggota Komisi XI DPR RI dari Fraksi PKS Ecky Awal Mucharam mengemukakan lima alasan mengapa pengampunan pajak,anggota komisi XI DPR RI dari fraksi PKS ecky awal mucharam mengemukakan lima alasan mengapa pengampunan pajak,negative,-0.3680,4,0.8335
2641,2016-06-27T23:30:37.000Z,Rapat paripurna DPR RI menyetujui Komjen Tito Karnavian sebagai Kapolri yang baru,rapat paripurna DPR RI menyetujui komjen tito karnavian sebagai kapolri yang baru,negative,-0.6289,2,0.7974
2647,2016-06-27T16:08:16.000Z,Fraksi PKS DPR RI Pengampunan Pajak Bukan Kebijakan yang Baik dan Tepat,fraksi PKS DPR RI pengampunan pajak bukan kebijakan yang baik dan tepat,negative,-0.5868,1,0.5295
2652,2016-06-27T15:39:39.000Z,Pengampunan Pajak Bukan Kebijakan yang Baik dan Tepat Anggota DPR RI Ecky Awal Mucharam mengemukakan lima alasan,pengampunan pajak bukan kebijakan yang baik dan tepat anggota DPR RI ecky awal mucharam mengemukakan lima alasan,negative,-0.5959,4,0.6538
