no,timestamp,teks,teks_processed,sentiment,compound_score,tokens_lda,teks_lda_clean
3703,2016-05-16T15:23:33.000Z,Dialog msh berlangsung Reses DPR RI di Kantor Desa Pasir Angin Cileungsi Bogor,dialog masih berlangsung reses DPR RI di kantor desa pasir angin cileungsi bogor,negative,-0.2808,"['dialog', 'reses', 'kantor', 'desa', 'pasir', 'angin', 'cileungsi', 'bogor']",dialog reses kantor desa pasir angin cileungsi bogor
3704,2016-05-16T15:10:28.000Z,JATIM Pernyataan Anggota DPR RI Soal RUU Mihol Lukai Warga NU Surabaya,JATIM pernyataan anggota DPR RI soal RUU mihol lukai warga NU surabaya,negative,-0.368,"['jatim', 'pernyataan', 'mihol', 'lukai', 'warga', 'surabaya']",jatim pernyataan mihol lukai warga surabaya
3705,2016-05-16T14:49:28.000Z,Surabaya Pernyataan Anggota DPR RI Soal RUU Mihol Lukai Warga NU Surabaya,surabaya pernyataan anggota DPR RI soal RUU mihol lukai warga NU surabaya,negative,-0.368,"['surabaya', 'pernyataan', 'mihol', 'lukai', 'warga', 'surabaya']",surabaya pernyataan mihol lukai warga surabaya
3726,2016-05-16T10:05:55.000Z,Di Ngawi Komisi X DPR RI Siapakan Delapan Item RUU Kebudayaan siaga indonesia Sindiran,di ngawi komisi kali DPR RI siapakan delapan item RUU kebudayaan siaga indonesia sindiran,negative,-0.8531,"['ngawi', 'komisi', 'kali', 'siapakan', 'delapan', 'item', 'kebudayaan', 'siaga', 'indonesia', 'sindiran']",ngawi komisi kali siapakan delapan item kebudayaan siaga indonesia sindiran
3727,2016-05-16T09:10:53.000Z,Wabup Kapuas Hulu Bumi Uncak Kapuas Jadi Target Masa Reses Anggota DPR RI,wabup kapuas hulu bumi uncak kapuas jadi target masa reses anggota DPR RI,negative,-0.516,"['wabup', 'kapuas', 'hulu', 'bumi', 'uncak', 'kapuas', 'target', 'reses']",wabup kapuas hulu bumi uncak kapuas target reses
3731,2016-05-16T07:04:09.000Z,terorisme narkoba kejahatan seksual VS korupsi !!! Semua harus mendapat perhatian lebih dari para pengambil kebijakan,terorisme narkoba kejahatan seksual VS korupsi ! ! semua harus mendapat perhatian lebih dari para pengambil kebijakan,negative,-0.6458,"['terorisme', 'narkoba', 'kejahatan', 'seksual', 'korupsi', 'perhatian', 'pengambil', 'kebijakan']",terorisme narkoba kejahatan seksual korupsi perhatian pengambil kebijakan
3732,2016-05-16T06:25:17.000Z,Hayo dikaji ulang lhoo jangan asal memutuskan sudah banyak korban mihol lagian apa manfaatnya? Cobak pikir lagi,hayo dikaji ulang loh jangan asal memutuskan sudah banyak korban mihol lagian apa manfaatnya ? coba pikir lagi,negative,-0.1027,"['hayo', 'dikaji', 'ulang', 'loh', 'memutuskan', 'korban', 'mihol', 'manfaatnya', 'coba', 'pikir']",hayo dikaji ulang loh memutuskan korban mihol manfaatnya coba pikir
3733,2016-05-16T06:12:31.000Z,Pernyataan anggota DPR RI PKB soal RUU Mihol lukai warga NU,pernyataan anggota DPR RI PKB soal RUU mihol lukai warga NU,negative,-0.368,"['pernyataan', 'pkb', 'mihol', 'lukai', 'warga']",pernyataan pkb mihol lukai warga
3734,2016-05-16T06:05:43.000Z,Pernyataan anggota DPR RI PKB soal RUU Mihol lukai warga NU Surabaya,pernyataan anggota DPR RI PKB soal RUU mihol lukai warga NU surabaya,negative,-0.368,"['pernyataan', 'pkb', 'mihol', 'lukai', 'warga', 'surabaya']",pernyataan pkb mihol lukai warga surabaya
3735,2016-05-16T05:57:20.000Z,lensaindonesia Pernyataan anggota DPR RI PKB soal RUU Mihol lukai warga NU Surabaya via lensaindonesia,lensaindonesia pernyataan anggota DPR RI PKB soal RUU mihol lukai warga NU surabaya via lensaindonesia,negative,-0.368,"['lensaindonesia', 'pernyataan', 'pkb', 'mihol', 'lukai', 'warga', 'surabaya', 'lensaindonesia']",lensaindonesia pernyataan pkb mihol lukai warga surabaya lensaindonesia
3736,2016-05-16T05:42:09.000Z,Pernyataan anggota DPR RI PKB soal RUU Mihol lukai warga NU Surabaya via,pernyataan anggota DPR RI PKB soal RUU mihol lukai warga NU surabaya via,negative,-0.368,"['pernyataan', 'pkb', 'mihol', 'lukai', 'warga', 'surabaya']",pernyataan pkb mihol lukai warga surabaya
3742,2016-05-15T06:30:02.000Z,DPR Kami masih menjaring usulan rakyat soal pengampunan pajak,DPR kami masih menjaring usulan rakyat soal pengampunan pajak,negative,-0.296,"['menjaring', 'usulan', 'rakyat', 'pengampunan', 'pajak']",menjaring usulan rakyat pengampunan pajak
3744,2016-05-15T13:41:15.000Z,Lantas jk sy balik pertanyaannya klw smua persoalan di mediasi olh DPRD apa gunanya anggota DPR? Apa gunanya reses?,lantas jika saya balik pertanyaannya jika semua persoalan di mediasi olh DPRD apa gunanya anggota DPR ? apa gunanya reses ?,negative,-0.7998,"['lantas', 'pertanyaannya', 'mediasi', 'olh', 'dprd', 'gunanya', 'gunanya', 'reses']",lantas pertanyaannya mediasi olh dprd gunanya gunanya reses
3746,2016-05-15T09:40:05.000Z,DPR RI Butuh Kebijakan Khusus untuk Guru di Papua,DPR RI butuh kebijakan khusus untuk guru di papua,negative,-0.516,"['butuh', 'kebijakan', 'khusus', 'guru', 'papua']",butuh kebijakan khusus guru papua
3747,2016-05-15T08:46:03.000Z,Perempuan Maluku Desak DPR RI Sahkan RUU Penghapusan Kekerasan Seksual Ambon Solidar,perempuan maluku desak DPR RI sahkan RUU penghapusan kekerasan seksual ambon solidar,negative,-0.2437,"['perempuan', 'maluku', 'desak', 'sahkan', 'penghapusan', 'kekerasan', 'seksual', 'ambon', 'solidar']",perempuan maluku desak sahkan penghapusan kekerasan seksual ambon solidar
3749,2016-05-15T07:48:59.000Z,dari dulu kubilang susah cari ceperan duit kunker reses di libas dimana martabatmu ?,dari dulu kubilang susah cari ceperan duit kunker reses di libas dimana martabatmu ?,negative,-0.7783,"['kubilang', 'susah', 'cari', 'ceperan', 'duit', 'kunker', 'reses', 'libas', 'dimana', 'martabatmu']",kubilang susah cari ceperan duit kunker reses libas dimana martabatmu
3752,2016-05-14T19:25:53.000Z,Di Ngawi Komisi X DPR RI Siapakan Delapan Item RUU Kebudayaan,di ngawi komisi kali DPR RI siapakan delapan item RUU kebudayaan,negative,-0.7125,"['ngawi', 'komisi', 'kali', 'siapakan', 'delapan', 'item', 'kebudayaan']",ngawi komisi kali siapakan delapan item kebudayaan
3755,2016-05-14T10:28:57.000Z,Reses DPR RI tinjau bantuan sumur pantek utk kelompok tani sidomuncul dukuh Ngijo banyu urip kec klego Boyolali,reses DPR RI tinjau bantuan sumur pantek untuk kelompok tani sidomuncul dukuh ngijo banyu urip kec klego boyolali,negative,-0.7184,"['reses', 'tinjau', 'bantuan', 'sumur', 'pantek', 'kelompok', 'tani', 'sidomuncul', 'dukuh', 'ngijo', 'banyu', 'urip', 'kec', 'klego', 'boyolali']",reses tinjau bantuan sumur pantek kelompok tani sidomuncul dukuh ngijo banyu urip kec klego boyolali
3757,2016-05-14T06:45:44.000Z,klau bisa untuk tahun tdak ada lagi uang reses atau yg lain gaji Anggota DPR sudah sangat cukup itu uang Rkyat,jika bisa untuk tahun tidak ada lagi uang reses atau yang lain gaji anggota DPR sudah sangat cukup itu uang rkyat,negative,-0.9289,"['uang', 'reses', 'gaji', 'uang', 'rkyat']",uang reses gaji uang rkyat
3758,2016-05-14T04:29:13.000Z,Anggota DPR RI lakukan reses fiktif rugikan negara Rp miliar,anggota DPR RI lakukan reses fiktif rugikan negara rp miliar,negative,-0.516,"['lakukan', 'reses', 'fiktif', 'rugikan', 'negara', 'miliar']",lakukan reses fiktif rugikan negara miliar
3759,2016-05-14T02:52:06.000Z,BeritaSumseL KPK Akan Usut Dugaan Reses Fiktif Anggota DPR RI yang Rugikan Negara Rp Miliar,beritasumsel KPK akan usut dugaan reses fiktif anggota DPR RI yang rugikan negara rp miliar,negative,-0.516,"['beritasumsel', 'kpk', 'usut', 'dugaan', 'reses', 'fiktif', 'rugikan', 'negara', 'miliar']",beritasumsel kpk usut dugaan reses fiktif rugikan negara miliar
3760,2016-05-14T02:51:09.000Z,KPK Akan Usut Dugaan Reses Fiktif Anggota DPR RI yang Rugikan Negara Rp Miliar,KPK akan usut dugaan reses fiktif anggota DPR RI yang rugikan negara rp miliar,negative,-0.516,"['kpk', 'usut', 'dugaan', 'reses', 'fiktif', 'rugikan', 'negara', 'miliar']",kpk usut dugaan reses fiktif rugikan negara miliar
3761,2016-05-14T01:16:18.000Z,Perpu Kebiri Diminta Untuk Disinkronkan Dengan RUU PKS Ilustrasi Ketua Komisi VIII DPR RI Saleh Partaunan Daulay,perpu kebiri diminta untuk disinkronkan dengan RUU PKS ilustrasi ketua komisi VII DPR RI saleh partaunan daulay,negative,-0.7125,"['perpu', 'kebiri', 'disinkronkan', 'pks', 'ilustrasi', 'ketua', 'komisi', 'vii', 'saleh', 'partaunan', 'daulay']",perpu kebiri disinkronkan pks ilustrasi ketua komisi vii saleh partaunan daulay
3762,2016-05-13T18:04:18.000Z,Banyak ditemukan tiket fiktif di DPR oleh BPK saat reses Berarti resesnya anggota DPR kemana ya ? modus bgt yg terhormat th,banyak ditemukan tiket fiktif di DPR oleh BPK saat reses berarti resesnya anggota DPR kemana ya ? modus banget yang terhormat tahu,negative,-0.5267,"['ditemukan', 'tiket', 'fiktif', 'bpk', 'reses', 'resesnya', 'kemana', 'modus', 'banget', 'terhormat']",ditemukan tiket fiktif bpk reses resesnya kemana modus banget terhormat
3768,2016-05-13T08:48:14.000Z,Wakil Ketua DPR Agus Hermanto Nilai Paket Kebijakan Ekonomi Jilid XII Pemerintah Tidak Pro Rakyat,wakil ketua DPR agus hermanto nilai paket kebijakan ekonomi jilid XII pemerintah tidak pro rakyat,negative,-0.2023,"['wakil', 'ketua', 'agus', 'hermanto', 'nilai', 'paket', 'kebijakan', 'ekonomi', 'jilid', 'xii', 'pemerintah', 'pro', 'rakyat']",wakil ketua agus hermanto nilai paket kebijakan ekonomi jilid xii pemerintah pro rakyat
3770,2016-05-13T08:17:14.000Z,Riza Patria minta publik hati hati tanggapi isu reses fiktif DPR RI,riza patria meminta publik hati hati tanggapi isu reses fiktif DPR RI,negative,-0.368,"['riza', 'patria', 'publik', 'hati', 'hati', 'tanggapi', 'isu', 'reses', 'fiktif']",riza patria publik hati hati tanggapi isu reses fiktif
3773,2016-05-13T08:08:48.000Z,lensaindonesia Riza Patria minta publik hati hati tanggapi isu reses fiktif DPR RI via lensaindonesia,lensaindonesia riza patria meminta publik hati hati tanggapi isu reses fiktif DPR RI via lensaindonesia,negative,-0.2023,"['lensaindonesia', 'riza', 'patria', 'publik', 'hati', 'hati', 'tanggapi', 'isu', 'reses', 'fiktif', 'lensaindonesia']",lensaindonesia riza patria publik hati hati tanggapi isu reses fiktif lensaindonesia
3774,2016-05-13T08:04:11.000Z,Riza Patria minta publik hati hati tanggapi isu reses fiktif DPR RI via,riza patria meminta publik hati hati tanggapi isu reses fiktif DPR RI via,negative,-0.368,"['riza', 'patria', 'publik', 'hati', 'hati', 'tanggapi', 'isu', 'reses', 'fiktif']",riza patria publik hati hati tanggapi isu reses fiktif
3776,2016-05-13T06:16:32.000Z,saya meyakini tidak semua anggota DPR melakukan kunjungan reses fiktif hal sprti ini ibarat setetes nila rusak susu sebelanga WH,saya meyakini tidak semua anggota DPR melakukan kunjungan reses fiktif hal seperti ini ibarat setetes nila rusak susu sebelanga WH,negative,-0.9274,"['kunjungan', 'reses', 'fiktif', 'setetes', 'nila', 'rusak', 'susu', 'sebelanga']",kunjungan reses fiktif setetes nila rusak susu sebelanga
3777,2016-05-13T06:12:01.000Z,pemberitaan soal dana kunjungan reses yg dianggap fiktif mungkin saja ada anggota DPR yg tdk bs mempertanggung jawabkan kegiatan nya WH,pemberitaan soal dana kunjungan reses yang dianggap fiktif mungkin saja ada anggota DPR yang tidak bisa mempertanggung jawabkan kegiatan nya WH,negative,-0.8445,"['pemberitaan', 'dana', 'kunjungan', 'reses', 'dianggap', 'fiktif', 'mempertanggung', 'jawabkan', 'kegiatan']",pemberitaan dana kunjungan reses dianggap fiktif mempertanggung jawabkan kegiatan
3780,2016-05-13T04:33:49.000Z,DPR Butuh Kebijakan Khusus untuk Guru Papua,DPR butuh kebijakan khusus untuk guru papua,negative,-0.3818,"['butuh', 'kebijakan', 'khusus', 'guru', 'papua']",butuh kebijakan khusus guru papua
3782,2016-05-13T03:34:04.000Z,DPR RI Diterpa Kabar Reses Fiktif Anggota Dewan Potensi Kerugian Negara Ratusan Miliar,DPR RI diterpa kabar reses fiktif anggota dewan potensi kerugian negara ratusan miliar,negative,-0.516,"['diterpa', 'kabar', 'reses', 'fiktif', 'dewan', 'potensi', 'kerugian', 'negara', 'ratusan', 'miliar']",diterpa kabar reses fiktif dewan potensi kerugian negara ratusan miliar
3783,2016-05-13T03:18:20.000Z,republikaonline DPR Butuh Kebijakan Khusus untuk Guru Papua v,republikaonline DPR butuh kebijakan khusus untuk guru papua v,negative,-0.3818,"['republikaonline', 'butuh', 'kebijakan', 'khusus', 'guru', 'papua']",republikaonline butuh kebijakan khusus guru papua
3795,2016-05-12T16:13:32.000Z,Banyak Anggota DPR Anggap RUU PKS Tak Penting JAKARTA Memasukkan Rancangan Undang undang RUU tentang Pen,banyak anggota DPR anggap RUU PKS tak penting JAKARTA memasukkan rancangan undang undang RUU tentang pengin,negative,-0.4037,"['anggap', 'pks', 'jakarta', 'memasukkan', 'rancangan', 'undang', 'undang', 'pengin']",anggap pks jakarta memasukkan rancangan undang undang pengin
3801,2016-05-12T15:28:02.000Z,Banyak Anggota DPR Anggap RUU PKS Tak Penting Memasukkan Rancangan Undang undang RUU tentang Penghapusan K,banyak anggota DPR anggap RUU PKS tak penting memasukkan rancangan undang undang RUU tentang penghapusan ke,negative,-0.4037,"['anggap', 'pks', 'memasukkan', 'rancangan', 'undang', 'undang', 'penghapusan']",anggap pks memasukkan rancangan undang undang penghapusan
3802,2016-05-12T14:41:52.000Z,DPR imbau tidak pertentangkan RUU PKS Perppu Ketua Komisi VIII DPR RI Saleh Partaonan Daulay mengimbau publi,DPR imbau tidak pertentangkan RUU PKS perppu ketua komisi VII DPR RI saleh partaonan daulay mengimbau publi,negative,-0.7739,"['imbau', 'pertentangkan', 'pks', 'perppu', 'ketua', 'komisi', 'vii', 'saleh', 'partaonan', 'daulay', 'mengimbau', 'publi']",imbau pertentangkan pks perppu ketua komisi vii saleh partaonan daulay mengimbau publi
3803,2016-05-12T14:28:55.000Z,Wakil rakyat mulai bereaksi Sikap kritis sebagai penyampai aspirasi rakyat ditujukan kepada Pemkab Pacitan,wakil rakyat mulai bereaksi sikap kritis sebagai penyampai aspirasi rakyat ditujukan kepada pemkab pacitan,negative,-0.7184,"['wakil', 'rakyat', 'bereaksi', 'sikap', 'kritis', 'penyampai', 'aspirasi', 'rakyat', 'pemkab', 'pacitan']",wakil rakyat bereaksi sikap kritis penyampai aspirasi rakyat pemkab pacitan
3804,2016-05-12T14:28:43.000Z,DPR imbau tidak pertentangkan RUU PKS Perppu Ketua Komisi VIII DPR RI Saleh Partaonan Da RanoKarnoHRSMundur,DPR imbau tidak pertentangkan RUU PKS perppu ketua komisi VII DPR RI saleh partaonan sudah ranokarnohrsmundur,negative,-0.7739,"['imbau', 'pertentangkan', 'pks', 'perppu', 'ketua', 'komisi', 'vii', 'saleh', 'partaonan', 'ranokarnohrsmundur']",imbau pertentangkan pks perppu ketua komisi vii saleh partaonan ranokarnohrsmundur
3805,2016-05-12T14:12:39.000Z,DPR imbau tidak pertentangkan RUU PKS Perppu Ketua Komisi VIII DPR RI Saleh Partaonan Daulay men Antara News,DPR imbau tidak pertentangkan RUU PKS perppu ketua komisi VII DPR RI saleh partaonan daulay men antara news,negative,-0.7739,"['imbau', 'pertentangkan', 'pks', 'perppu', 'ketua', 'komisi', 'vii', 'saleh', 'partaonan', 'daulay', 'men', 'news']",imbau pertentangkan pks perppu ketua komisi vii saleh partaonan daulay men news
3806,2016-05-12T14:11:58.000Z,Ketua Komisi VIII DPR RI Saleh Partaonan Daulay mengimbau publik tidak mempertentangkan Rancangan Undang Unda,ketua komisi VII DPR RI saleh partaonan daulay mengimbau publik tidak mempertentangkan rancangan undang unda,negative,-0.6027,"['ketua', 'komisi', 'vii', 'saleh', 'partaonan', 'daulay', 'mengimbau', 'publik', 'mempertentangkan', 'rancangan', 'undang', 'unda']",ketua komisi vii saleh partaonan daulay mengimbau publik mempertentangkan rancangan undang unda
3807,2016-05-12T14:05:15.000Z,Info_Pariwara DPR imbau tidak pertentangkan RUU PKS Perppu Ketua Komisi VIII DPR RI Sale Via,info_pariwara DPR imbau tidak pertentangkan RUU PKS perppu ketua komisi VII DPR RI sale via,negative,-0.7739,"['imbau', 'pertentangkan', 'pks', 'perppu', 'ketua', 'komisi', 'vii', 'sale']",imbau pertentangkan pks perppu ketua komisi vii sale
3808,2016-05-12T14:03:23.000Z,DPR imbau tidak pertentangkan RUU PKS Perppu Ketua Komisi VIII DPR RI Saleh Partaonan Daulay mengimbau pu RT,DPR imbau tidak pertentangkan RUU PKS perppu ketua komisi VII DPR RI saleh partaonan daulay mengimbau punya RT,negative,-0.7739,"['imbau', 'pertentangkan', 'pks', 'perppu', 'ketua', 'komisi', 'vii', 'saleh', 'partaonan', 'daulay', 'mengimbau']",imbau pertentangkan pks perppu ketua komisi vii saleh partaonan daulay mengimbau
3811,2016-05-12T13:20:56.000Z,warta Saleh Imbau Tidak Pertentangkan RUU PKS Perppu Ketua Komisi VIII DPR RI,warta saleh imbau tidak pertentangkan RUU PKS perppu ketua komisi VII DPR RI,negative,-0.8788,"['warta', 'saleh', 'imbau', 'pertentangkan', 'pks', 'perppu', 'ketua', 'komisi', 'vii']",warta saleh imbau pertentangkan pks perppu ketua komisi vii
3814,2016-05-12T12:07:00.000Z,Kunker kunjungan kerja anggota DPR biasane fiktif alias booangan buktinya daerah sy ngga prnah dikunjungi Masa reses juga sami mwon lah,kunker kunjungan kerja anggota DPR biasane fiktif alias booangan buktinya daerah saya tidak pernah dikunjungi masa reses juga sami mwon lah,negative,-0.3818,"['kunker', 'kunjungan', 'kerja', 'biasane', 'fiktif', 'alias', 'booangan', 'buktinya', 'daerah', 'dikunjungi', 'reses', 'sami', 'mwon']",kunker kunjungan kerja biasane fiktif alias booangan buktinya daerah dikunjungi reses sami mwon
3816,2016-05-12T10:42:03.000Z,Setujuuuu bingits miras bisa meninbulkan skt lever berakibat kematian lebih cepat lbh baik sahkan RUU Miras,setujuu banget miras bisa meninbulkan sakit lever berakibat kematian lebih cepat lebih baik sahkan RUU miras,negative,-0.4137,"['setujuu', 'banget', 'miras', 'meninbulkan', 'sakit', 'lever', 'berakibat', 'kematian', 'cepat', 'sahkan', 'miras']",setujuu banget miras meninbulkan sakit lever berakibat kematian cepat sahkan miras
3823,2016-05-11T04:09:20.000Z,mana prestasi intlek si intlek tapi Nato Omdok bikin UU diundurterus reses Anggota DPR kwalitas Reses melulu udah?,mana prestasi intlek sih intlek tetapi nato omdok bikin UU diundurterus reses anggota DPR kwalitas reses melulu udah ?,negative,-0.6808,"['prestasi', 'intlek', 'sih', 'intlek', 'nato', 'omdok', 'bikin', 'diundurterus', 'reses', 'kwalitas', 'reses', 'melulu', 'udah']",prestasi intlek sih intlek nato omdok bikin diundurterus reses kwalitas reses melulu udah
3825,2016-05-11T01:51:53.000Z,Bpk mau minta hukuman berat?ruu ngak kunjung disahkan?jgn omdo pak jgn nipu rakyat pak cc buktinya jpu kasih thn aja ?,bpk mau meminta hukuman berat ? ruu tidak kunjung disahkan ? jgn omong doang pak jangan nipu rakyat pak cc buktinya jpu kasih tahun saja ?,negative,-0.9443,"['bpk', 'hukuman', 'berat', 'kunjung', 'disahkan', 'jgn', 'omong', 'doang', 'nipu', 'rakyat', 'buktinya', 'jpu', 'kasih']",bpk hukuman berat kunjung disahkan jgn omong doang nipu rakyat buktinya jpu kasih
3829,2016-05-10T12:57:05.000Z,DPR RI Reses Di Pematangsiantar Pematangsiantar Sumut Berita Sejumlah anggota DPR RI melakukan kunjun,DPR RI reses di pematangsiantar pematangsiantar sumut berita sejumlah anggota DPR RI melakukan kunjun,negative,-0.7125,"['reses', 'pematangsiantar', 'pematangsiantar', 'sumut', 'berita', 'kunjun']",reses pematangsiantar pematangsiantar sumut berita kunjun
3830,2016-05-10T12:38:37.000Z,Anggota DPR Masuki Masa Reses Sumbang Mesin Fogging Kepada Lurah Rempoa,anggota DPR masuki masa reses sumbang mesin fogging kepada lurah rempoa,negative,-0.6369,"['masuki', 'reses', 'sumbang', 'mesin', 'fogging', 'lurah', 'rempoa']",masuki reses sumbang mesin fogging lurah rempoa
3831,2016-05-10T10:14:36.000Z,Masa Reses Nasir Djamil Serap Aspirasi di Aceh Sebagai Anggota DPR RI saya infoTribun,masa reses nasir djamil serap aspirasi di aceh sebagai anggota DPR RI saya infotribun,negative,-0.5267,"['reses', 'nasir', 'djamil', 'serap', 'aspirasi', 'aceh', 'infotribun']",reses nasir djamil serap aspirasi aceh infotribun
